scene_id	book_num	book_title	era_band	slot_in_book	source_layer	source_type	old_title	clean_title	title_status	brief_scene_description	inferred_character_names	inferred_character_ids	book_active_cast	book_key_pressure	source_trace	corridor_region_anchor	county_anchor	ecology_pressure_mode	creature_refs	transformation_notes	authority_class
B05_006B	5	Runes and Wound	Era II — Rift, Trap, and Diamond	10	DIRECT_SOURCE	PLACED_FILE	The First Disappearance	The First Disappearance	kept				Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	PLACED_FILE:books/Book_05_Runes_And_Wound/placed/B05_006B__The_First_Disappearance.md:B05_006B; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B05_006B						accepted_tier1_or_2
B05_006A	5	Runes and Wound	Era II — Rift, Trap, and Diamond	11	DIRECT_SOURCE	PLACED_FILE	The Idealization Stage	The Idealization Stage	kept				Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	PLACED_FILE:books/Book_05_Runes_And_Wound/placed/B05_006A__The_Idealization_Stage.md:B05_006A; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B05_006A						accepted_tier1_or_2
B05_S001	5	Runes and Wound	Era II — Rift, Trap, and Diamond	12	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Book Five Opens with Wound Reclassified	Book Five Opens with Wound Reclassified	kept	Pain is no longer merely bodily; it is symbolic, relational, and historical.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S001						accepted_tier1_or_2
B05_S011	5	Runes and Wound	Era II — Rift, Trap, and Diamond	13	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Wound and the Sign System Start Rhyming	The Wound and the Sign System Start Rhyming	kept	Book logic locks.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S011						accepted_tier1_or_2
B05_S024	5	Runes and Wound	Era II — Rift, Trap, and Diamond	14	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Runes Established as Active Law	Runes Established as Active Law	rewritten_beat_end	Book 5 now has its core instrument.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S024						accepted_tier1_or_2
B05_S036	5	Runes and Wound	Era II — Rift, Trap, and Diamond	15	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Scar and Rune Braided	Scar and Rune Braided	rewritten_beat_end	Book law strengthens.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S036						accepted_tier1_or_2
B05_S072	5	Runes and Wound	Era II — Rift, Trap, and Diamond	16	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Grammar Established	Grammar Established	rewritten_beat_end	Book 5 secures a new way of seeing.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S072						accepted_tier1_or_2
B05_S084	5	Runes and Wound	Era II — Rift, Trap, and Diamond	17	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Carrying As Forward Law	Carrying As Forward Law	rewritten_beat_end	Book 5 tightens into motion.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S084						accepted_tier1_or_2
B05_S096	5	Runes and Wound	Era II — Rift, Trap, and Diamond	18	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Truth Converted Into Route	Truth Converted Into Route	rewritten_beat_end	Book 5 becomes more kinetic.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S096						accepted_tier1_or_2
B05_S098	5	Runes and Wound	Era II — Rift, Trap, and Diamond	19	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Pip Feels How Much He Has Changed Since Book One	Pip Feels How Much He Has Changed Since Book One	kept	Reflection under tenderness.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S098						accepted_tier1_or_2
B05_S108	5	Runes and Wound	Era II — Rift, Trap, and Diamond	20	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Departure Pressure Consecrated	Departure Pressure Consecrated	rewritten_beat_end	Book 5 prepares its forward surge.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S108						accepted_tier1_or_2
B05_S109	5	Runes and Wound	Era II — Rift, Trap, and Diamond	21	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Wound the Rune the House the Road and the Pair Finally Align	The Wound the Rune the House the Road and the Pair Finally Align	kept	Book structure becomes clear.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S109						accepted_tier1_or_2
B05_S116	5	Runes and Wound	Era II — Rift, Trap, and Diamond	22	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Book Five Finds Its Own True Motion	Book Five Finds Its Own True Motion	kept	Distinct volume identity achieved.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S116						accepted_tier1_or_2
B05_S119	5	Runes and Wound	Era II — Rift, Trap, and Diamond	23	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Deep Cipher Becomes the Book's Emotional and Structural Law	Deep Cipher Becomes the Book's Emotional and Structural Law	kept	Tone lock.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S119						accepted_tier1_or_2
B05_S120	5	Runes and Wound	Era II — Rift, Trap, and Diamond	24	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Book Five Properly Underway	Book Five Properly Underway	rewritten_beat_end	First major weave secured.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Xethrolund | Daisy May | Majiskii	Glass Forge opens HERE. NOT Book 01. This is canon-locked. | Idealization stage. First disappearance. Solitary solstice (Boojay's jealous reaction). | Pip starts seeing praise/silence as control economy. | Mack: second warning. Pip overrides again.	SCENE_EXPANSION_EXTRACT:book.txt:B05_S120						accepted_tier1_or_2
B06_001	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	1	DIRECT_SOURCE	PLACED_FILE	The Hopeful Wish	The Hopeful Wish	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_001__The_Hopeful_Wish.md:B06_001; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_001						accepted_tier1_or_2
B06_002	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	2	DIRECT_SOURCE	PLACED_FILE	The Tragic Misunderstanding	The Tragic Misunderstanding	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_002__The_Tragic_Misunderstanding.md:B06_002; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_002						accepted_tier1_or_2
B06_003	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	3	DIRECT_SOURCE	PLACED_FILE	Solvaenkyr Steps Over The Root	Solvaenkyr Steps Over The Root	kept		Solvaenkyr	wowas::solvaenkyr_faithfixer	Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_003__Solvaenkyr_Steps_Over_The_Root.md:B06_003; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_003						accepted_tier1_or_2
B06_004A	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	4	DIRECT_SOURCE	PLACED_FILE	The Book He Was Too Afraid To Read	The Book He Was Too Afraid To Read	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_004A__The_Book_He_Was_Too_Afraid_To_Read.md:B06_004A; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_004A						accepted_tier1_or_2
B06_004	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	5	DIRECT_SOURCE	PLACED_FILE	The Oasis Library Consult	The Oasis Library Consult	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_004__The_Oasis_Library_Consult.md:B06_004; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_004						accepted_tier1_or_2
B06_005	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	6	DIRECT_SOURCE	PLACED_FILE	The Dark Triad Text	The Dark Triad Text	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_005__The_Dark_Triad_Text.md:B06_005; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_005						accepted_tier1_or_2
B06_006	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	7	DIRECT_SOURCE	PLACED_FILE	Abuse Realization	Abuse Realization	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_006__Abuse_Realization.md:B06_006; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_006						accepted_tier1_or_2
B06_006A	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	8	DIRECT_SOURCE	PLACED_FILE	Not A Jailer A Shepherd	Not A Jailer A Shepherd	kept				Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	PLACED_FILE:books/Book_06_The_Refusal_And_The_Wound/placed/B06_006A__Not_A_Jailer_A_Shepherd.md:B06_006A; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B06_006A						accepted_tier1_or_2
B06_S001	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	9	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Book Opens on a Choice Not Taken Cleanly	A Choice Not Taken Cleanly	rewritten_book_open	Refusal is already active consequence, not neutral hesitation.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S001						accepted_tier1_or_2
B06_S012	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	10	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with the Refusal Unresolved But Active	The Refusal Unresolved But Active	rewritten_beat_end	Book 6 begins under pressure.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S012						accepted_tier1_or_2
B06_S048	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	11	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with the Wound No Longer Silent	The Wound No Longer Silent	rewritten_beat_end	Book logic tightens.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S048						accepted_tier1_or_2
B06_S084	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	12	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Motion Under Real Cost	Motion Under Real Cost	rewritten_beat_end	Book 6 advances.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S084						accepted_tier1_or_2
B06_S108	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	13	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with the Book Recast at Higher Stakes	The Book Recast at Higher Stakes	rewritten_beat_end	The middle deepens.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S108						accepted_tier1_or_2
B06_S114	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	14	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Wound Is Shown to Be Moral Relational and Route Bearing	The Wound Is Shown to Be Moral Relational and Route Bearing	kept	Book law deepens.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S114						accepted_tier1_or_2
B06_S120	6	The Refusal and the Wound	Era II — Rift, Trap, and Diamond	15	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Beat Ends with Severe Truth Locked	Severe Truth Locked	rewritten_beat_end	Book 6 is properly underway.			Pip (Indalwin Willowjayce) | Xethrolund | Mack | Rylos (Rylos Vayne Johnson) | Solvaenkyr | Daisy May	"Hopeful wish. Tragic misunderstanding (""I cannot"" — Xeth believes it, he's wrong). | Solvaenkyr: third refusal of help. Threshold approaching. | Dark Triad textbook. Revelation arrives all at once — like a chord. Complete. | Pip sits very still. Does not cry. That stillness IS the emotion."	SCENE_EXPANSION_EXTRACT:book.txt:B06_S120						accepted_tier1_or_2
B07_001	7	The Rift Widens	Era II — Rift, Trap, and Diamond	1	DIRECT_SOURCE	PLACED_FILE	The Siege Defense	The Siege Defense	kept				Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Daisy May | Majiskii | King of the Cockatrice	Siege defense: Glass Palace seams under Cockatrice pressure. | Mack: third warning. Still overridden. | Daisy May positions herself between Pip and Boojay. THIS TIME PIP NOTICES. | Quiet harvest: siphon running at scale. Dead spots accumulating.	PLACED_FILE:books/Book_07_The_Rift_Widens/placed/B07_001__The_Siege_Defense.md:B07_001; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B07_001	oklahoma_to_rockies_to_oregon	Oklahoma County, OK -> Canadian County, OK -> Larimer County, CO -> Summit County, CO -> Polk County, OR	adventure_pressure	wowas::county_oklahoma_okc_coyote_001 | wowas::county_summit_bighorn_001 | wowas::county_polk_beaver_001		accepted_tier1_or_2
B07_002	7	The Rift Widens	Era II — Rift, Trap, and Diamond	2	DIRECT_SOURCE	PLACED_FILE	Mack Warns Again	Mack Warns Again	kept		Mack	wowas::mack_willow_father	Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Daisy May | Majiskii | King of the Cockatrice	Siege defense: Glass Palace seams under Cockatrice pressure. | Mack: third warning. Still overridden. | Daisy May positions herself between Pip and Boojay. THIS TIME PIP NOTICES. | Quiet harvest: siphon running at scale. Dead spots accumulating.	PLACED_FILE:books/Book_07_The_Rift_Widens/placed/B07_002__Mack_Warns_Again.md:B07_002; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B07_002	oklahoma_to_rockies_to_oregon	Oklahoma County, OK -> Canadian County, OK -> Larimer County, CO -> Summit County, CO -> Polk County, OR	adventure_pressure	wowas::county_oklahoma_okc_coyote_001 | wowas::county_summit_bighorn_001 | wowas::county_polk_beaver_001		accepted_tier1_or_2
B07_003	7	The Rift Widens	Era II — Rift, Trap, and Diamond	3	DIRECT_SOURCE	PLACED_FILE	Daisy May Arrives For Real	Daisy May Arrives For Real	kept		Daisy May	wowas::daisy_may_great_dane	Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Daisy May | Majiskii | King of the Cockatrice	Siege defense: Glass Palace seams under Cockatrice pressure. | Mack: third warning. Still overridden. | Daisy May positions herself between Pip and Boojay. THIS TIME PIP NOTICES. | Quiet harvest: siphon running at scale. Dead spots accumulating.	PLACED_FILE:books/Book_07_The_Rift_Widens/placed/B07_003__Daisy_May_Arrives_For_Real.md:B07_003; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B07_003	oklahoma_to_rockies_to_oregon	Oklahoma County, OK -> Canadian County, OK -> Larimer County, CO -> Summit County, CO -> Polk County, OR	adventure_pressure	wowas::county_oklahoma_okc_coyote_001 | wowas::county_summit_bighorn_001 | wowas::county_polk_beaver_001		accepted_tier1_or_2
B07_004	7	The Rift Widens	Era II — Rift, Trap, and Diamond	4	DIRECT_SOURCE	PLACED_FILE	Quiet Harvest	Quiet Harvest	kept				Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Daisy May | Majiskii | King of the Cockatrice	Siege defense: Glass Palace seams under Cockatrice pressure. | Mack: third warning. Still overridden. | Daisy May positions herself between Pip and Boojay. THIS TIME PIP NOTICES. | Quiet harvest: siphon running at scale. Dead spots accumulating.	PLACED_FILE:books/Book_07_The_Rift_Widens/placed/B07_004__Quiet_Harvest.md:B07_004; COMPILECAT:Whispers_Of_Willow_And_Stone_COMPILEcat.txt:B07_004	oklahoma_to_rockies_to_oregon	Oklahoma County, OK -> Canadian County, OK -> Larimer County, CO -> Summit County, CO -> Polk County, OR	adventure_pressure	wowas::county_oklahoma_okc_coyote_001 | wowas::county_summit_bighorn_001 | wowas::county_polk_beaver_001		accepted_tier1_or_2
B07_S001	7	The Rift Widens	Era II — Rift, Trap, and Diamond	5	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	The Book Opens on a Divide Already Growing	A Divide Already Growing	rewritten_book_open	The rift is active before anyone can name all its edges.			Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Daisy May | Majiskii | King of the Cockatrice	Siege defense: Glass Palace seams under Cockatrice pressure. | Mack: third warning. Still overridden. | Daisy May positions herself between Pip and Boojay. THIS TIME PIP NOTICES. | Quiet harvest: siphon running at scale. Dead spots accumulating.	SCENE_EXPANSION_EXTRACT:book.txt:B07_S001	oklahoma_to_rockies_to_oregon	Oklahoma County, OK -> Canadian County, OK -> Larimer County, CO -> Summit County, CO -> Polk County, OR	adventure_pressure	wowas::county_oklahoma_okc_coyote_001 | wowas::county_summit_bighorn_001 | wowas::county_polk_beaver_001		accepted_tier1_or_2
B07_S006	7	The Rift Widens	Era II — Rift, Trap, and Diamond	6	DIRECT_SOURCE	SCENE_EXPANSION_EXTRACT	Pip Knows This Is Not a Simple Choice Book Any More	Pip Knows This Is Not a Simple Choice Book Any More	kept	The scale has changed.	Pip (Indalwin Willowjayce)	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce) | Rylos (Rylos Vayne Johnson) | Mack | Daisy May | Majiskii | King of the Cockatrice	Siege defense: Glass Palace seams under Cockatrice pressure. | Mack: third warning. Still overridden. | Daisy May positions herself between Pip and Boojay. THIS TIME PIP NOTICES. | Quiet harvest: siphon running at scale. Dead spots accumulating.	SCENE_EXPANSION_EXTRACT:book.txt:B07_S006	oklahoma_to_rockies_to_oregon	Oklahoma County, OK -> Canadian County, OK -> Larimer County, CO -> Summit County, CO -> Polk County, OR	adventure_pressure	wowas::county_oklahoma_okc_coyote_001 | wowas::county_summit_bighorn_001 | wowas::county_polk_beaver_001		accepted_tier1_or_2
