creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_spec	visual_status
WR01136	Aerdalencairnelle1136	mirror lynx	diamond-scarred	glyph-touched	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-diamond-scarred-glass orchard	procedural_visual_spec_v1
WR01137	Aerfiraluthgroveen1137	fern mantis	verdant	sanitized	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-verdant-neith edge	procedural_visual_spec_v1
WR01138	Ashaelionfenavel1138	marrow crane	beautiful	gross	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-beautiful-willow-stone county	procedural_visual_spec_v1
WR01139	Ashajoramaelorion1139	quartz ram	glyph-touched	resonant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-glyph-touched-last open gate	procedural_visual_spec_v1
WR01140	Aerfiraluthashdion1140	song beetle	sanitized	chaotic	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-sanitized-diamond breakland	procedural_visual_spec_v1
WR01141	Ashagaleniven1141	moth-deer	gross	weird	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-gross-black-heart ridge	procedural_visual_spec_v1
WR01142	Daromaelorluthdion1142	root hound	resonant	unbrictionable	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-resonant-ash river	procedural_visual_spec_v1
WR01143	Aeranorluthen1143	glass heron	chaotic	elegant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-chaotic-morrow market	procedural_visual_spec_v1
WR01144	Aeranoramarhaloren1144	basalt hare	weird	cello-woken	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-weird-root vale	procedural_visual_spec_v1
WR01145	Aeranorianmireiven1145	orchard eel	unbrictionable	unibreccianated	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-unbrictionable-ripper tunnel	procedural_visual_spec_v1
WR01146	Aerindraorchardiven1146	lantern fox	elegant	horrific	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-elegant-cello field	procedural_visual_spec_v1
WR01147	Aeranoramarbrookaen1147	cinder elk	cello-woken	diamond-scarred	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-cello-woken-blue-light road	procedural_visual_spec_v1
WR01148	Aermaelorianavel1148	moss bear	unibreccianated	verdant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-unibreccianated-xeth glyph yard	procedural_visual_spec_v1
WR01149	Aermaelorgrovearia1149	willow crab	horrific	beautiful	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-horrific-stone fen	procedural_visual_spec_v1
WR01150	Aermaeloremberelle1150	stonefin bird	diamond-scarred	glyph-touched	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-diamond-scarred-pocket sanctuary	procedural_visual_spec_v1
WR01151	Aerindraquartziel1151	thorn whale	verdant	sanitized	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-verdant-glass orchard	procedural_visual_spec_v1
WR01152	Ashaelionfirafeniel1152	ash otter	beautiful	gross	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-beautiful-neith edge	procedural_visual_spec_v1
WR01153	Aerdalenluthaelarel1153	ribbon serpent	glyph-touched	resonant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-glyph-touched-willow-stone county	procedural_visual_spec_v1
WR01154	Aeranoramarashelle1154	mirror lynx	sanitized	chaotic	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-sanitized-last open gate	procedural_visual_spec_v1
WR01155	Brenhalorelle1155	fern mantis	gross	weird	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-gross-diamond breakland	procedural_visual_spec_v1
WR01156	Aeranorluthhalorion1156	marrow crane	resonant	unbrictionable	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-resonant-black-heart ridge	procedural_visual_spec_v1
WR01157	Aeranoramarlarkiven1157	quartz ram	chaotic	elegant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-chaotic-ash river	procedural_visual_spec_v1
WR01158	Aerdalenluthivydion1158	song beetle	weird	cello-woken	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-weird-morrow market	procedural_visual_spec_v1
WR01159	Aerindrabrookdion1159	moth-deer	unbrictionable	unibreccianated	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-unbrictionable-root vale	procedural_visual_spec_v1
WR01160	Aerfiraluthbriniven1160	root hound	elegant	horrific	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-elegant-ripper tunnel	procedural_visual_spec_v1
WR01161	Aerfiraluthkelaniel1161	glass heron	cello-woken	diamond-scarred	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-cello-woken-cello field	procedural_visual_spec_v1
WR01162	Aeranoriancrownavel1162	basalt hare	unibreccianated	verdant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-unibreccianated-blue-light road	procedural_visual_spec_v1
WR01163	Aeranorcoriabrinion1163	orchard eel	horrific	beautiful	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-horrific-xeth glyph yard	procedural_visual_spec_v1
WR01164	Ashaavelanordria1164	lantern fox	diamond-scarred	glyph-touched	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-diamond-scarred-stone fen	procedural_visual_spec_v1
WR01165	Aerfiraamarquartzen1165	cinder elk	verdant	sanitized	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-verdant-pocket sanctuary	procedural_visual_spec_v1
WR01166	Aerdalencrowniel1166	moss bear	beautiful	gross	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-beautiful-glass orchard	procedural_visual_spec_v1
WR01167	Aerfiraianforgeiven1167	willow crab	glyph-touched	resonant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-glyph-touched-neith edge	procedural_visual_spec_v1
WR01168	Caelianaeliven1168	stonefin bird	sanitized	chaotic	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-sanitized-willow-stone county	procedural_visual_spec_v1
WR01169	Aerindraluthen1169	thorn whale	gross	weird	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-gross-last open gate	procedural_visual_spec_v1
WR01170	Caelamaraeliel1170	ash otter	resonant	unbrictionable	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-resonant-diamond breakland	procedural_visual_spec_v1
WR01171	Aerdalenamarbellion1171	ribbon serpent	chaotic	elegant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-chaotic-black-heart ridge	procedural_visual_spec_v1
WR01172	Aeranorhollowiel1172	mirror lynx	weird	cello-woken	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-weird-ash river	procedural_visual_spec_v1
WR01173	Aerindrabrooken1173	fern mantis	unbrictionable	unibreccianated	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-unbrictionable-morrow market	procedural_visual_spec_v1
WR01174	Aerindraamaraeliven1174	marrow crane	elegant	horrific	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-elegant-root vale	procedural_visual_spec_v1
WR01175	Brenkelandria1175	quartz ram	cello-woken	diamond-scarred	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-cello-woken-ripper tunnel	procedural_visual_spec_v1
WR01176	Ashagalendalenael1176	song beetle	unibreccianated	verdant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-unibreccianated-cello field	procedural_visual_spec_v1
WR01177	Aerindraglassion1177	moth-deer	horrific	beautiful	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-horrific-blue-light road	procedural_visual_spec_v1
WR01178	Aerfiraianaen1178	root hound	diamond-scarred	glyph-touched	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-diamond-scarred-xeth glyph yard	procedural_visual_spec_v1
WR01179	Aeranormossael1179	glass heron	verdant	sanitized	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-verdant-stone fen	procedural_visual_spec_v1
WR01180	Aeranoramarfendria1180	basalt hare	beautiful	gross	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-beautiful-pocket sanctuary	procedural_visual_spec_v1
WR01181	Aerfiraianaelarel1181	orchard eel	glyph-touched	resonant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-glyph-touched-glass orchard	procedural_visual_spec_v1
WR01182	Aermaelorbrookiel1182	lantern fox	sanitized	chaotic	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-sanitized-neith edge	procedural_visual_spec_v1
WR01183	Ashajoracinderavel1183	cinder elk	gross	weird	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-gross-willow-stone county	procedural_visual_spec_v1
WR01184	Aeranorcoriafendion1184	moss bear	resonant	unbrictionable	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-resonant-last open gate	procedural_visual_spec_v1
WR01185	Aermaelorriverarel1185	willow crab	chaotic	elegant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-chaotic-diamond breakland	procedural_visual_spec_v1
WR01186	Aeranorcoriahalorel1186	stonefin bird	weird	cello-woken	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-weird-black-heart ridge	procedural_visual_spec_v1
WR01187	Aermaelorianaeliven1187	thorn whale	unbrictionable	unibreccianated	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-unbrictionable-ash river	procedural_visual_spec_v1
WR01188	Ashaavelriverion1188	ash otter	elegant	horrific	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-elegant-morrow market	procedural_visual_spec_v1
WR01189	Aeranoriangroveen1189	ribbon serpent	cello-woken	diamond-scarred	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-cello-woken-root vale	procedural_visual_spec_v1
WR01190	Ashaelionbrookaen1190	mirror lynx	unibreccianated	verdant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-unibreccianated-ripper tunnel	procedural_visual_spec_v1
WR01191	Aeranorbellarel1191	fern mantis	horrific	beautiful	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-horrific-cello field	procedural_visual_spec_v1
WR01192	Ashaelionbellen1192	marrow crane	diamond-scarred	glyph-touched	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-diamond-scarred-blue-light road	procedural_visual_spec_v1
WR01193	Aeranorianemberael1193	quartz ram	verdant	sanitized	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-verdant-xeth glyph yard	procedural_visual_spec_v1
WR01194	Aermaelorcoriael1194	song beetle	beautiful	gross	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-beautiful-stone fen	procedural_visual_spec_v1
WR01195	Aerfiraianriveriven1195	moth-deer	glyph-touched	resonant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-glyph-touched-pocket sanctuary	procedural_visual_spec_v1
WR01196	Aerindraianashiven1196	root hound	sanitized	chaotic	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-sanitized-glass orchard	procedural_visual_spec_v1
WR01197	Aerdalenmossiel1197	glass heron	gross	weird	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-gross-neith edge	procedural_visual_spec_v1
WR01198	Aerfiraglasselle1198	basalt hare	resonant	unbrictionable	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-resonant-willow-stone county	procedural_visual_spec_v1
WR01199	Aerfiraevaradria1199	orchard eel	chaotic	elegant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-chaotic-last open gate	procedural_visual_spec_v1
WR01200	Ashajoracairnaria1200	lantern fox	weird	cello-woken	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-weird-diamond breakland	procedural_visual_spec_v1
WR01201	Aerdalenluthavel1201	cinder elk	unbrictionable	unibreccianated	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-unbrictionable-black-heart ridge	procedural_visual_spec_v1
WR01202	Aerdalenevarafenen1202	moss bear	elegant	horrific	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-elegant-ash river	procedural_visual_spec_v1
WR01203	Aeranorquartzen1203	willow crab	cello-woken	diamond-scarred	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-cello-woken-morrow market	procedural_visual_spec_v1
WR01204	Aerindramarrowdion1204	stonefin bird	unibreccianated	verdant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-unibreccianated-root vale	procedural_visual_spec_v1
WR01205	Aerfiracoriaaelen1205	thorn whale	horrific	beautiful	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-horrific-ripper tunnel	procedural_visual_spec_v1
WR01206	Aeranorevaraaeldion1206	ash otter	diamond-scarred	glyph-touched	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-diamond-scarred-cello field	procedural_visual_spec_v1
WR01207	Ashaavelashdria1207	ribbon serpent	verdant	sanitized	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-verdant-blue-light road	procedural_visual_spec_v1
WR01208	Aeranoramaraen1208	mirror lynx	beautiful	gross	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-beautiful-xeth glyph yard	procedural_visual_spec_v1
WR01209	Aerdalenamarael1209	fern mantis	glyph-touched	resonant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-glyph-touched-stone fen	procedural_visual_spec_v1
WR01210	Aermaelorforgedion1210	marrow crane	sanitized	chaotic	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-sanitized-pocket sanctuary	procedural_visual_spec_v1
WR01211	Aeranoriangroveiven1211	quartz ram	gross	weird	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-gross-glass orchard	procedural_visual_spec_v1
WR01212	Aerdalenashelle1212	song beetle	resonant	unbrictionable	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-resonant-neith edge	procedural_visual_spec_v1
WR01213	Aerindracinderelle1213	moth-deer	chaotic	elegant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-chaotic-willow-stone county	procedural_visual_spec_v1
WR01214	Ashagalenbrookel1214	root hound	weird	cello-woken	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-weird-last open gate	procedural_visual_spec_v1
WR01215	Ashajoraanorianarel1215	glass heron	unbrictionable	unibreccianated	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-unbrictionable-diamond breakland	procedural_visual_spec_v1
WR01216	Aerdalenorchardavel1216	basalt hare	elegant	horrific	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-elegant-black-heart ridge	procedural_visual_spec_v1
WR01217	Aeranorianforgeen1217	orchard eel	cello-woken	diamond-scarred	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-cello-woken-ash river	procedural_visual_spec_v1
WR01218	Aeranorluthdria1218	lantern fox	unibreccianated	verdant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-unibreccianated-morrow market	procedural_visual_spec_v1
WR01219	Aeranorluthmarrowen1219	cinder elk	horrific	beautiful	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-horrific-root vale	procedural_visual_spec_v1
WR01220	Aeranorianivyen1220	moss bear	diamond-scarred	glyph-touched	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-diamond-scarred-ripper tunnel	procedural_visual_spec_v1
WR01221	Aerfiraemberiven1221	willow crab	verdant	sanitized	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-verdant-cello field	procedural_visual_spec_v1
WR01222	Aeranorlutharia1222	stonefin bird	beautiful	gross	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-beautiful-blue-light road	procedural_visual_spec_v1
WR01223	Aerdalenamarasharia1223	thorn whale	glyph-touched	resonant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-glyph-touched-xeth glyph yard	procedural_visual_spec_v1
WR01224	Aeranorianquartzaen1224	ash otter	sanitized	chaotic	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-sanitized-stone fen	procedural_visual_spec_v1
WR01225	Ashagalenashaen1225	ribbon serpent	gross	weird	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-gross-pocket sanctuary	procedural_visual_spec_v1
WR01226	Aerfiracoriafeniven1226	mirror lynx	resonant	unbrictionable	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-resonant-glass orchard	procedural_visual_spec_v1
WR01227	Aermaelorevaraelle1227	fern mantis	chaotic	elegant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-chaotic-neith edge	procedural_visual_spec_v1
WR01228	Aerfiraianfenen1228	marrow crane	weird	cello-woken	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-weird-willow-stone county	procedural_visual_spec_v1
WR01229	Aerfiracoriafeniel1229	quartz ram	unbrictionable	unibreccianated	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-unbrictionable-last open gate	procedural_visual_spec_v1
WR01230	Aerfiraamariven1230	song beetle	elegant	horrific	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-elegant-diamond breakland	procedural_visual_spec_v1
WR01231	Aerfiraelle1231	moth-deer	cello-woken	diamond-scarred	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-cello-woken-black-heart ridge	procedural_visual_spec_v1
WR01232	Brenbrinnaraion1232	root hound	unibreccianated	verdant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-unibreccianated-ash river	procedural_visual_spec_v1
WR01233	Aerfiraivydria1233	glass heron	horrific	beautiful	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-horrific-morrow market	procedural_visual_spec_v1
WR01234	Aerfiraianhaloriven1234	basalt hare	diamond-scarred	glyph-touched	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-diamond-scarred-root vale	procedural_visual_spec_v1
WR01235	Aerfiracoriaivyen1235	orchard eel	verdant	sanitized	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-verdant-ripper tunnel	procedural_visual_spec_v1
WR01236	Aerindraevaraen1236	lantern fox	beautiful	gross	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-beautiful-cello field	procedural_visual_spec_v1
WR01237	Brenaeleliondalenen1237	cinder elk	glyph-touched	resonant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-glyph-touched-blue-light road	procedural_visual_spec_v1
WR01238	Aeranoramarbrinaria1238	moss bear	sanitized	chaotic	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-sanitized-xeth glyph yard	procedural_visual_spec_v1
WR01239	Aerdalenluthion1239	willow crab	gross	weird	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-gross-stone fen	procedural_visual_spec_v1
WR01240	Brenhalorarel1240	stonefin bird	resonant	unbrictionable	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-resonant-pocket sanctuary	procedural_visual_spec_v1
WR01241	Aeranorianhaloriven1241	thorn whale	chaotic	elegant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-chaotic-glass orchard	procedural_visual_spec_v1
WR01242	Aeranorianbrookiven1242	ash otter	weird	cello-woken	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ash otter-weird-neith edge	procedural_visual_spec_v1
WR01243	Aeranorluthbrinarel1243	ribbon serpent	unbrictionable	unibreccianated	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-ribbon serpent-unbrictionable-willow-stone county	procedural_visual_spec_v1
WR01244	Aerdalenianriveriel1244	mirror lynx	elegant	horrific	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-mirror lynx-elegant-last open gate	procedural_visual_spec_v1
WR01245	Aeranorlarken1245	fern mantis	cello-woken	diamond-scarred	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-fern mantis-cello-woken-diamond breakland	procedural_visual_spec_v1
WR01246	Aermaelorelle1246	marrow crane	unibreccianated	verdant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-marrow crane-unibreccianated-black-heart ridge	procedural_visual_spec_v1
WR01247	Ashajoraivyaen1247	quartz ram	horrific	beautiful	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-quartz ram-horrific-ash river	procedural_visual_spec_v1
WR01248	Aerindraamaraelelle1248	song beetle	diamond-scarred	glyph-touched	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-song beetle-diamond-scarred-morrow market	procedural_visual_spec_v1
WR01249	Aeranorcrowndion1249	moth-deer	verdant	sanitized	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moth-deer-verdant-root vale	procedural_visual_spec_v1
WR01250	Ashagalenivyavel1250	root hound	beautiful	gross	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-root hound-beautiful-ripper tunnel	procedural_visual_spec_v1
WR01251	Ashanaradalenaria1251	glass heron	glyph-touched	resonant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-glass heron-glyph-touched-cello field	procedural_visual_spec_v1
WR01252	Aerfiraamarbrinavel1252	basalt hare	sanitized	chaotic	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-basalt hare-sanitized-blue-light road	procedural_visual_spec_v1
WR01253	Ashaelionindraiel1253	orchard eel	gross	weird	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-orchard eel-gross-xeth glyph yard	procedural_visual_spec_v1
WR01254	Aeranorianbrinavel1254	lantern fox	resonant	unbrictionable	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-lantern fox-resonant-stone fen	procedural_visual_spec_v1
WR01255	Aeranorianlarken1255	cinder elk	chaotic	elegant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-cinder elk-chaotic-pocket sanctuary	procedural_visual_spec_v1
WR01256	Aeranorevaraivyen1256	moss bear	weird	cello-woken	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-moss bear-weird-glass orchard	procedural_visual_spec_v1
WR01257	Aermaelorcrowniel1257	willow crab	unbrictionable	unibreccianated	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-willow crab-unbrictionable-neith edge	procedural_visual_spec_v1
WR01258	Aeranorevaraaeldria1258	stonefin bird	elegant	horrific	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-stonefin bird-elegant-willow-stone county	procedural_visual_spec_v1
WR01259	Aeranorluthhaloriel1259	thorn whale	cello-woken	diamond-scarred	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	procedural-creature-thorn whale-cello-woken-last open gate	procedural_visual_spec_v1
