serial	creature_id	species_name	biome	scene_link_rule	status
MAP-CREATURE-bc0c6e98e822	WR00707		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-77102d9d7a1b	WR00708		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c1cd4eeb5039	WR00709		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-42e00b50d250	WR00710		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b7dae303a1ef	WR00711		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-75f32077350c	WR00712		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-769055ce2248	WR00713		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-01ecdae580b8	WR00714		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e5621318dcde	WR00715		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-412d3cb0526d	WR00716		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4fa7294f2f63	WR00717		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-72b8b3954aed	WR00718		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-63296af93fab	WR00719		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b789c71a7771	WR00720		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-abce00259007	WR00721		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d29469193c23	WR00722		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a23ba57843c5	WR00723		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-43a392743962	WR00724		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-581e24d8ce27	WR00725		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2d7b6046b10f	WR00726		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ae7e2d380522	WR00727		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-766fc92df8bb	WR00728		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-991ba3625292	WR00729		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a05870870f81	WR00730		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-86547246e7be	WR00731		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0a3de0125b83	WR00732		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-43a84ce6bf9b	WR00733		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f2c155d165e4	WR00734		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d31e23249a43	WR00735		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-22c38b2d04d3	WR00736		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6edd4707f731	WR00737		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-338541067d06	WR00738		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ac8556377d40	WR00739		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f4bc1aa49d4c	WR00740		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-38fd77de35ee	WR00741		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9fe95a2bcdea	WR00742		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8422b12a9c1c	WR00743		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f0e5e6bbde3f	WR00744		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5c87bcaaf3d0	WR00745		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-640f1b820a55	WR00746		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-88235d6944de	WR00747		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d110d84cf8df	WR00748		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-db6b2551e23d	WR00749		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6d77c0731519	WR00750		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-abc1b66cf3d5	WR00751		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c46b32410a0a	WR00752		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e1ac2b6fe239	WR00753		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-27b2b88efe99	WR00754		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-21ad2398c818	WR00755		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-83c059aef5fe	WR00756		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fabf5de4702f	WR00757		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3876d4451692	WR00758		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3f64d2558146	WR00759		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bf6494968b2d	WR00760		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1a8765fa7027	WR00761		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f23c2f3a08b7	WR00762		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ac3684efe9ee	WR00763		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8c8930121317	WR00764		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b91f6bc7d8c8	WR00765		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-aa33955d654d	WR00766		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-60faa32fdeb3	WR00767		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a082e675edb3	WR00768		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-be02aefc8b19	WR00769		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-93c589e05a38	WR00770		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bc0759f95037	WR00771		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4442eb99bf55	WR00772		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dbc52f7de64d	WR00773		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-32afb4915059	WR00774		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c5bac1607390	WR00775		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dd4d244ef8c3	WR00776		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f57ce24e2c5d	WR00777		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d0d7d8a5af5b	WR00778		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-89c59366024b	WR00779		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4cdc796048ae	WR00780		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-981fb77c7257	WR00781		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ce795cda927d	WR00782		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-17a031d76653	WR00783		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-60bb37fccee9	WR00784		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-305754cb32c8	WR00785		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4d2f24047ac7	WR00786		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e8f315d27f81	WR00787		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-65b349527a53	WR00788		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-efd2674fa1fe	WR00789		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0e26b794fb03	WR00790		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bd2a1c982d01	WR00791		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-59d8d901f8b9	WR00792		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-49b51b146764	WR00793		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-958ddd2fc794	WR00794		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-79aa7586e49e	WR00795		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-68d771e271d7	WR00796		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-489cd269aafc	WR00797		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1efd1584fc76	WR00798		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b31c366c2c5e	WR00799		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9a0e26ac266e	WR00800		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b6afda64b99b	WR00801		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7e91a460300f	WR00802		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b02ec8f993f2	WR00803		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-294a232e9c3b	WR00804		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-951d581ab0ab	WR00805		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-02e639745203	WR00806		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2822dd0fff49	WR00807		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8426c998d524	WR00808		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f673b9e7802d	WR00809		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3343b58fb22a	WR00810		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1263cff5b251	WR00811		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-40dddb63c2da	WR00812		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a3ac3c3e24b1	WR00813		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ad6d42f1518a	WR00814		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d8fd89509ff3	WR00815		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e66d077f4d9e	WR00816		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2291d85b0a60	WR00817		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-20de80c29e42	WR00818		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-862cb0502e2f	WR00819		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6c8a51c804a2	WR00820		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b55bb94daa76	WR00821		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-37dec9c146f0	WR00822		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0b60c26b00ab	WR00823		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ccedc5da9248	WR00824		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a881b73847f4	WR00825		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e2ece8e79851	WR00826		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1101dd3c38a8	WR00827		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-28a3ca97fd5a	WR00828		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a8ae03201e30	WR00829		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4f16ff2bf1c0	WR00830		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e37fd23fb7c0	WR00831		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-89669d6d4c9b	WR00832		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5274c2c483b2	WR00833		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3408055559d3	WR00834		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-69355b72717e	WR00835		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7daa9afa7ecd	WR00836		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c84c1f42f039	WR00837		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0af786c7d956	WR00838		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-21e7b6d3fc86	WR00839		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-706e7bb258b3	WR00840		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b1dfe409f0c3	WR00841		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-14cd9ac68766	WR00842		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-cf88e941e825	WR00843		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-83e00f05f028	WR00844		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-45a8d80a214e	WR00845		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-91facde573b1	WR00846		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b4abde63fb98	WR00847		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e876d8de0d37	WR00848		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-490926ab4fa8	WR00849		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-430427d8b7fc	WR00850		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-10c02fb0a1f6	WR00851		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-99b1b8df40a4	WR00852		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4be7aa06a2b0	WR00853		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-34d2acc85eeb	WR00854		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2565a50acf0d	WR00855		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3ec9b8dadc2e	WR00856		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d790813db2c0	WR00857		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-71313bde97cc	WR00858		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1753d37b61ec	WR00859		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bd3f5938f290	WR00860		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-36561dad21ad	WR00861		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-3eccdfe663ea	WR00862		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-11f795e1e675	WR00863		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0049ae0adcf0	WR00864		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-18cf9de07254	WR00865		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-85208a0548e8	WR00866		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-01d6efd7a2ec	WR00867		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-414dd589da2b	WR00868		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-bc23ff85c380	WR00869		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c6ccb6b6e709	WR00870		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a9dcf5536c03	WR00871		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-735b908a6964	WR00872		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ce950faf5ffa	WR00873		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-dfbdf3988b75	WR00874		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-66ca8db66ea6	WR00875		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-922aa0129703	WR00876		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4ad4b12410b2	WR00877		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f22eb304f27b	WR00878		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e2e2c14aca5b	WR00879		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4cfe36e1fc61	WR00880		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-5a0aab8605f4	WR00881		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6df953b0aaf1	WR00882		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-609d7c25d33c	WR00883		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-2638754992cd	WR00884		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-84190b1aea76	WR00885		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-39ebd31f0d52	WR00886		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-aae6c8128f87	WR00887		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-02b38c35b795	WR00888		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ed6c841f18ee	WR00889		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0e60fb49661a	WR00890		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9c528ce58ee9	WR00891		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-877156eb1377	WR00892		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-10d9edfe8366	WR00893		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d3710c463838	WR00894		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-033e695ef149	WR00895		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d2d3f7287798	WR00896		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-15d65215bea6	WR00897		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d865299f22e2	WR00898		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0d6020806e19	WR00899		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-487bdf9aea6a	WR00900		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1a381d81f960	WR00901		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-be8cb830b70e	WR00902		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-17c8e6dcb156	WR00903		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-57f9d97e543c	WR00904		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-df57dc3e32d0	WR00905		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-97a99dd1db5b	WR00906		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-e22ef8859dd3	WR00907		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-1af69817229e	WR00908		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-11cf465df754	WR00909		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-4bf77bcbeba1	WR00910		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-fff9bb23a5eb	WR00911		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-331de71a6bb9	WR00912		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-070748e6008d	WR00913		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0f37a23b8b72	WR00914		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-00e5fcb75135	WR00915		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-8865e8970d7a	WR00916		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-f8b2c8e501c1	WR00917		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-6de5b043a8ee	WR00918		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-beae03fe1436	WR00919		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7f51c3a2d4fb	WR00920		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-85f8e3df313f	WR00921		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-0d8cc28960af	WR00922		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7e071c2e476e	WR00923		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d974188e07f1	WR00924		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-416f8111fe41	WR00925		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9baba887f5ce	WR00926		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-589efc2fda4a	WR00927		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9277f4233144	WR00928		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-274ab5c91418	WR00929		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-221e4e992f7f	WR00930		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-51e6212deb91	WR00931		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a84139cb0f0d	WR00932		ash river	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-118f509d143c	WR00933		morrow market	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-71a0de92ea20	WR00934		root vale	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-d0cf0459359f	WR00935		ripper tunnel	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-754272759c03	WR00936		cello field	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9eb4afeaa1fa	WR00937		blue-light road	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9218e1fac178	WR00938		xeth glyph yard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a37a27cb6dd4	WR00939		stone fen	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-a2eacd4b3bd8	WR00940		pocket sanctuary	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-267f8c80f929	WR00941		glass orchard	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-7a61ca383ee4	WR00942		neith edge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-b4be880d2e74	WR00943		willow-stone county	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-ede936dcb418	WR00944		last open gate	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-9d70fd7f9a0b	WR00945		diamond breakland	ecology_pressure_mode|creature_refs	available_for_scene_linkage
MAP-CREATURE-c53250d7183c	WR00946		black-heart ridge	ecology_pressure_mode|creature_refs	available_for_scene_linkage
