schedule_serial	character_id	character_name	book_num	character_group_id	group_basis	timeline_phase	assigned_scene_id	event_beat_id	relationship_layer	capacity_mode	target_policy
CTS-c032c1c956ff	WC01091	Aerfiraamaraelaen1091	B02	CG-612d3c86b60e	book|tier|role|region	development	B02_L006	EB-RW-00346	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fabb307a047b	WC01091	Aerfiraamaraelaen1091	B02	CG-612d3c86b60e	book|tier|role|region	relationship_consequence	B02_L007	EB-RW-00347	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-c7f0ae63452a	WC01091	Aerfiraamaraelaen1091	B02	CG-612d3c86b60e	book|tier|role|region	return_or_resolution	B02_L008	EB-RW-00348	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-daa0444ecb38	WC01751	Aerindralutharia1751	B02	CG-612d3c86b60e	book|tier|role|region	introduction	B02_L009	EB-RW-00349	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7695b5f1c838	WC01751	Aerindralutharia1751	B02	CG-612d3c86b60e	book|tier|role|region	development	B02_L010	EB-RW-00350	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7b285be1e894	WC01751	Aerindralutharia1751	B02	CG-612d3c86b60e	book|tier|role|region	relationship_consequence	B02_L011	EB-RW-00351	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-5e3c120d5df7	WC01751	Aerindralutharia1751	B02	CG-612d3c86b60e	book|tier|role|region	return_or_resolution	B02_L012	EB-RW-00352	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c4cb93a1b082	WC02411	Aerindrariveraria2411	B02	CG-612d3c86b60e	book|tier|role|region	introduction	B02_L013	EB-RW-00353	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e4b5b369c129	WC02411	Aerindrariveraria2411	B02	CG-612d3c86b60e	book|tier|role|region	development	B02_L014	EB-RW-00354	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-22d2c3910323	WC02411	Aerindrariveraria2411	B02	CG-612d3c86b60e	book|tier|role|region	relationship_consequence	B02_L015	EB-RW-00355	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-14150db9010a	WC02411	Aerindrariveraria2411	B02	CG-612d3c86b60e	book|tier|role|region	return_or_resolution	B02_L016	EB-RW-00356	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-51be1ccda934	WC03071	Aerfiraamarforgeaen3071	B02	CG-612d3c86b60e	book|tier|role|region	introduction	B02_L017	EB-RW-00357	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-118f29fd48a2	WC03071	Aerfiraamarforgeaen3071	B02	CG-612d3c86b60e	book|tier|role|region	development	B02_L018	EB-RW-00358	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b267d50b55c4	WC03071	Aerfiraamarforgeaen3071	B02	CG-612d3c86b60e	book|tier|role|region	relationship_consequence	B02_L019	EB-RW-00359	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-448918389dc9	WC03071	Aerfiraamarforgeaen3071	B02	CG-612d3c86b60e	book|tier|role|region	return_or_resolution	B02_L020	EB-RW-00360	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e7643ad3a8f2	WC03731	Caelcoriakelanaen3731	B02	CG-612d3c86b60e	book|tier|role|region	introduction	B02_L021	EB-RW-00361	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4f7657c2fda6	WC03731	Caelcoriakelanaen3731	B02	CG-612d3c86b60e	book|tier|role|region	development	B02_L022	EB-RW-00362	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-015382bc217b	WC03731	Caelcoriakelanaen3731	B02	CG-612d3c86b60e	book|tier|role|region	relationship_consequence	B02_L023	EB-RW-00363	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-588abd3974e3	WC03731	Caelcoriakelanaen3731	B02	CG-612d3c86b60e	book|tier|role|region	return_or_resolution	B02_L024	EB-RW-00364	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f3c3859c10c2	WC04391	Ashagalengroveen4391	B02	CG-612d3c86b60e	book|tier|role|region	introduction	B02_L025	EB-RW-00365	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-457da5380e48	WC04391	Ashagalengroveen4391	B02	CG-612d3c86b60e	book|tier|role|region	development	B02_L026	EB-RW-00366	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-085898dbaa50	WC04391	Ashagalengroveen4391	B02	CG-612d3c86b60e	book|tier|role|region	relationship_consequence	B02_L027	EB-RW-00367	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-c639f1e26f66	WC04391	Ashagalengroveen4391	B02	CG-612d3c86b60e	book|tier|role|region	return_or_resolution	B02_L028	EB-RW-00368	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fc7b5d962ec6	WC00464	Aerfiracairndion464	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L001	EB-RW-00341	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-57f8526aa328	WC00464	Aerfiracairndion464	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L002	EB-RW-00342	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-99d28b38eb27	WC00464	Aerfiracairndion464	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L003	EB-RW-00343	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-feaebb578af8	WC00464	Aerfiracairndion464	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L004	EB-RW-00344	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-85255335991f	WC01124	Aerdalenianmossdria1124	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L005	EB-RW-00345	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-dc42b20b845b	WC01124	Aerdalenianmossdria1124	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L006	EB-RW-00346	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5ef9e4f02423	WC01124	Aerdalenianmossdria1124	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L007	EB-RW-00347	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-c39c3be95765	WC01124	Aerdalenianmossdria1124	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L008	EB-RW-00348	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-8c0233b0505f	WC01784	Brenendariven1784	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L009	EB-RW-00349	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-58a312e63b81	WC01784	Brenendariven1784	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L010	EB-RW-00350	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4b80bfebb545	WC01784	Brenendariven1784	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L011	EB-RW-00351	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-5ca59626c951	WC01784	Brenendariven1784	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L012	EB-RW-00352	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b12e2030a8b6	WC02444	Aeranorcoriaivyiven2444	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L013	EB-RW-00353	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-dfabfaa6fe00	WC02444	Aeranorcoriaivyiven2444	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L014	EB-RW-00354	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4a53dc68324a	WC02444	Aeranorcoriaivyiven2444	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L015	EB-RW-00355	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-555bb3a13d3a	WC02444	Aeranorcoriaivyiven2444	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L016	EB-RW-00356	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e4b16b2c347a	WC03104	Aerfiraluthaelarel3104	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L017	EB-RW-00357	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-0a667e57b68f	WC03104	Aerfiraluthaelarel3104	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L018	EB-RW-00358	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d8012d4ba924	WC03104	Aerfiraluthaelarel3104	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L019	EB-RW-00359	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-83d12099f68d	WC03104	Aerfiraluthaelarel3104	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L020	EB-RW-00360	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-590a03b158bc	WC03764	Aerindrafenelle3764	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L021	EB-RW-00361	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5d5c8177a759	WC03764	Aerindrafenelle3764	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L022	EB-RW-00362	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d5485e5e78f9	WC03764	Aerindrafenelle3764	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L023	EB-RW-00363	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-96ae7ea41854	WC03764	Aerindrafenelle3764	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L024	EB-RW-00364	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-af0497d5cb63	WC04424	Caelamarbriniven4424	B02	CG-6ab0398cfbb2	book|tier|role|region	introduction	B02_L025	EB-RW-00365	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6873579b330b	WC04424	Caelamarbriniven4424	B02	CG-6ab0398cfbb2	book|tier|role|region	development	B02_L026	EB-RW-00366	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-43c00141b5a1	WC04424	Caelamarbriniven4424	B02	CG-6ab0398cfbb2	book|tier|role|region	relationship_consequence	B02_L027	EB-RW-00367	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-ea2a4b1ed1f8	WC04424	Caelamarbriniven4424	B02	CG-6ab0398cfbb2	book|tier|role|region	return_or_resolution	B02_L028	EB-RW-00368	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-47a8645db1d7	WC00200	Aerindraelle200	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L001	EB-RW-00341	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9b8e1b8a920d	WC00200	Aerindraelle200	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L002	EB-RW-00342	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-34ab6c328643	WC00200	Aerindraelle200	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L003	EB-RW-00343	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7094eb459d3b	WC00200	Aerindraelle200	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L004	EB-RW-00344	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b410e331e903	WC00860	Aerdalenluthmossion860	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L005	EB-RW-00345	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-5a4ff967b761	WC00860	Aerdalenluthmossion860	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L006	EB-RW-00346	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-843ff2210bc0	WC00860	Aerdalenluthmossion860	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L007	EB-RW-00347	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-61487ca9e681	WC00860	Aerdalenluthmossion860	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L008	EB-RW-00348	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a0b6521ad8d3	WC01520	Ashajoraindraiel1520	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L009	EB-RW-00349	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-2558033becff	WC01520	Ashajoraindraiel1520	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L010	EB-RW-00350	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-23d658813a14	WC01520	Ashajoraindraiel1520	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L011	EB-RW-00351	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-f592abc563e9	WC01520	Ashajoraindraiel1520	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L012	EB-RW-00352	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1767b717147d	WC02180	Aerdalenluthmossel2180	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L013	EB-RW-00353	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1ab010efe888	WC02180	Aerdalenluthmossel2180	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L014	EB-RW-00354	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c8dce24078fc	WC02180	Aerdalenluthmossel2180	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L015	EB-RW-00355	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7c0cd79e1b36	WC02180	Aerdalenluthmossel2180	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L016	EB-RW-00356	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-e53874b730e6	WC02840	Aerdalenluthbrinion2840	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L017	EB-RW-00357	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-eaa281b9c9a8	WC02840	Aerdalenluthbrinion2840	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L018	EB-RW-00358	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-ebd595a21b03	WC02840	Aerdalenluthbrinion2840	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L019	EB-RW-00359	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-4f0f340445ef	WC02840	Aerdalenluthbrinion2840	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L020	EB-RW-00360	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-304af87a5f85	WC03500	Brenaelion3500	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L021	EB-RW-00361	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-95d91d67f963	WC03500	Brenaelion3500	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L022	EB-RW-00362	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-08cee81d73d0	WC03500	Brenaelion3500	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L023	EB-RW-00363	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-4ca74eadee9f	WC03500	Brenaelion3500	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L024	EB-RW-00364	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1ce8b9416fbb	WC04160	Aerfiraianivyael4160	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L025	EB-RW-00365	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-829cfe5f5399	WC04160	Aerfiraianivyael4160	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L026	EB-RW-00366	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-33d925237c8e	WC04160	Aerfiraianivyael4160	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L027	EB-RW-00367	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-4f17f45f3ee9	WC04160	Aerfiraianivyael4160	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L028	EB-RW-00368	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9bf8b4ea8cfc	WC04820	Aerfiraianforgeael4820	B02	CG-76f85d2c1310	book|tier|role|region	introduction	B02_L029	EB-RW-00369	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d3dbc24c114e	WC04820	Aerfiraianforgeael4820	B02	CG-76f85d2c1310	book|tier|role|region	development	B02_L030	EB-RW-00370	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-13ce3020871e	WC04820	Aerfiraianforgeael4820	B02	CG-76f85d2c1310	book|tier|role|region	relationship_consequence	B02_L031	EB-RW-00371	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-2ac6171f09d0	WC04820	Aerfiraianforgeael4820	B02	CG-76f85d2c1310	book|tier|role|region	return_or_resolution	B02_L032	EB-RW-00372	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9e0a97f1d91c	WC00035	Aermaelorevaraiel35	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L001	EB-RW-00341	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9b374d023d12	WC00035	Aermaelorevaraiel35	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L002	EB-RW-00342	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4afa1d60a5bf	WC00035	Aermaelorevaraiel35	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L003	EB-RW-00343	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-72a5ccebec5b	WC00035	Aermaelorevaraiel35	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L004	EB-RW-00344	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7bf3ba7a8e67	WC00695	Aeranorianbrinarel695	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L005	EB-RW-00345	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-6966e83111c9	WC00695	Aeranorianbrinarel695	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L006	EB-RW-00346	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a55c8b516eb0	WC00695	Aeranorianbrinarel695	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L007	EB-RW-00347	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-33cc0642977c	WC00695	Aeranorianbrinarel695	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L008	EB-RW-00348	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3a57dd7f2867	WC01355	Aeranorcoriaivydria1355	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L009	EB-RW-00349	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-224d5d9314e9	WC01355	Aeranorcoriaivydria1355	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L010	EB-RW-00350	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-d6b5368181a1	WC01355	Aeranorcoriaivydria1355	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L011	EB-RW-00351	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-2a21baae2972	WC01355	Aeranorcoriaivydria1355	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L012	EB-RW-00352	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9b5fafc2c006	WC02015	Aerdalencoriaivyen2015	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L013	EB-RW-00353	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-877e3cf7a246	WC02015	Aerdalencoriaivyen2015	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L014	EB-RW-00354	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-64ba3a288331	WC02015	Aerdalencoriaivyen2015	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L015	EB-RW-00355	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-011b507daa60	WC02015	Aerdalencoriaivyen2015	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L016	EB-RW-00356	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-13758446d20a	WC02675	Aerdalenluthivyen2675	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L017	EB-RW-00357	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fe704ec2abf9	WC02675	Aerdalenluthivyen2675	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L018	EB-RW-00358	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f6497027b873	WC02675	Aerdalenluthivyen2675	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L019	EB-RW-00359	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-9e0d3bee3e1a	WC02675	Aerdalenluthivyen2675	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L020	EB-RW-00360	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1c44ee8efe7d	WC03335	Ashagalenmarrowavel3335	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L021	EB-RW-00361	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-779dd44ba5ab	WC03335	Ashagalenmarrowavel3335	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L022	EB-RW-00362	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-69cd7ce5f793	WC03335	Ashagalenmarrowavel3335	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L023	EB-RW-00363	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-7b36255bf8b9	WC03335	Ashagalenmarrowavel3335	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L024	EB-RW-00364	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-a11059ade851	WC03995	Ashanarafiraiandion3995	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L025	EB-RW-00365	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-4e118fc4f901	WC03995	Ashanarafiraiandion3995	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L026	EB-RW-00366	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-1c7abb1684cd	WC03995	Ashanarafiraiandion3995	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L027	EB-RW-00367	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-bd330e02feba	WC03995	Ashanarafiraiandion3995	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L028	EB-RW-00368	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-57e49cb0d976	WC04655	Aeranorluthashiven4655	B02	CG-8ce520caf072	book|tier|role|region	introduction	B02_L029	EB-RW-00369	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-61b8da7f2992	WC04655	Aeranorluthashiven4655	B02	CG-8ce520caf072	book|tier|role|region	development	B02_L030	EB-RW-00370	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-edda13027b7e	WC04655	Aeranorluthashiven4655	B02	CG-8ce520caf072	book|tier|role|region	relationship_consequence	B02_L031	EB-RW-00371	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-6e4e64c6980f	WC04655	Aeranorluthashiven4655	B02	CG-8ce520caf072	book|tier|role|region	return_or_resolution	B02_L032	EB-RW-00372	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-82fc0c1914ae	WC00332	Aerindraiankelanen332	B02	CG-9bbface3e682	book|tier|role|region	introduction	B02_L001	EB-RW-00341	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-67b0842e331c	WC00332	Aerindraiankelanen332	B02	CG-9bbface3e682	book|tier|role|region	development	B02_L002	EB-RW-00342	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-629f27245eda	WC00332	Aerindraiankelanen332	B02	CG-9bbface3e682	book|tier|role|region	relationship_consequence	B02_L003	EB-RW-00343	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-614323bdae85	WC00332	Aerindraiankelanen332	B02	CG-9bbface3e682	book|tier|role|region	return_or_resolution	B02_L004	EB-RW-00344	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-89ea5a248eb3	WC00992	Aerfiraianaelen992	B02	CG-9bbface3e682	book|tier|role|region	introduction	B02_L005	EB-RW-00345	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-101441f3fb62	WC00992	Aerfiraianaelen992	B02	CG-9bbface3e682	book|tier|role|region	development	B02_L006	EB-RW-00346	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-fa07c15a4bfc	WC00992	Aerfiraianaelen992	B02	CG-9bbface3e682	book|tier|role|region	relationship_consequence	B02_L007	EB-RW-00347	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-ced563f7cbf5	WC00992	Aerfiraianaelen992	B02	CG-9bbface3e682	book|tier|role|region	return_or_resolution	B02_L008	EB-RW-00348	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c8e8825d9e12	WC01652	Aerfiramireiel1652	B02	CG-9bbface3e682	book|tier|role|region	introduction	B02_L009	EB-RW-00349	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-7115a2a0a134	WC01652	Aerfiramireiel1652	B02	CG-9bbface3e682	book|tier|role|region	development	B02_L010	EB-RW-00350	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-3ebf12a97889	WC01652	Aerfiramireiel1652	B02	CG-9bbface3e682	book|tier|role|region	relationship_consequence	B02_L011	EB-RW-00351	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-bc95fa1fb5b5	WC01652	Aerfiramireiel1652	B02	CG-9bbface3e682	book|tier|role|region	return_or_resolution	B02_L012	EB-RW-00352	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-c0e5a13037ec	WC02312	Aerfirahollowelle2312	B02	CG-9bbface3e682	book|tier|role|region	introduction	B02_L013	EB-RW-00353	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-b659debcf6d4	WC02312	Aerfirahollowelle2312	B02	CG-9bbface3e682	book|tier|role|region	development	B02_L014	EB-RW-00354	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-f31f655a50ef	WC02312	Aerfirahollowelle2312	B02	CG-9bbface3e682	book|tier|role|region	relationship_consequence	B02_L015	EB-RW-00355	relationship_obligation	shared_existing_scene	no_new_scene_created
CTS-384a0c325f11	WC02312	Aerfirahollowelle2312	B02	CG-9bbface3e682	book|tier|role|region	return_or_resolution	B02_L016	EB-RW-00356	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-73c3490422f1	WC02972	Ashanarabrookavel2972	B02	CG-9bbface3e682	book|tier|role|region	introduction	B02_L017	EB-RW-00357	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
CTS-9638017ea51a	WC02972	Ashanarabrookavel2972	B02	CG-9bbface3e682	book|tier|role|region	development	B02_L018	EB-RW-00358	characters|world|creatures|quests	shared_existing_scene	no_new_scene_created
