serial	character_id	book_num	event_id	event_type	event_text	linked_scene_serial	status
MAP-TIMELINE-d79bc38b6f50	WC00660	B01	TL-WC00660-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-8f75d4de1775	WC00661	B01	TL-WC00661-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9a3be40d15f1	WC00662	B01	TL-WC00662-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-fc714b015122	WC00663	B01	TL-WC00663-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-c001a5a95c48	WC00664	B01	TL-WC00664-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-67d3a5338b31	WC00665	B01	TL-WC00665-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-8ba43d2e4b91	WC00666	B01	TL-WC00666-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-077d15f85bb2	WC00667	B01	TL-WC00667-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-28b8b36a8646	WC00668	B01	TL-WC00668-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-a70e37aacb26	WC00669	B01	TL-WC00669-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-335795cf348b	WC00670	B01	TL-WC00670-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-750c787de933	WC00671	B01	TL-WC00671-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-19a38f7cc31e	WC00672	B01	TL-WC00672-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-512fc446eab2	WC00673	B01	TL-WC00673-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-ae8216cb5aaf	WC00674	B01	TL-WC00674-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-554722f738e6	WC00675	B01	TL-WC00675-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-68c0cb0f2c90	WC00676	B01	TL-WC00676-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-1580f0652475	WC00677	B01	TL-WC00677-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-8b7d2c957d99	WC00678	B01	TL-WC00678-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-be9ac962b2fe	WC00679	B01	TL-WC00679-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-5aa179073d18	WC00680	B01	TL-WC00680-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f1ef4c0b89e8	WC00681	B01	TL-WC00681-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-5624aad830ab	WC00682	B01	TL-WC00682-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-a9e545bacc4b	WC00683	B01	TL-WC00683-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-6200e1fcf8b8	WC00684	B01	TL-WC00684-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-41ee7a99fc7b	WC00685	B01	TL-WC00685-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2c636e052ae2	WC00686	B01	TL-WC00686-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-b7963fcf8fa5	WC00687	B01	TL-WC00687-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-a90869fdac1a	WC00688	B01	TL-WC00688-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-dcc76c1063c7	WC00689	B01	TL-WC00689-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2cb27f083e23	WC00690	B01	TL-WC00690-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d16a0c714051	WC00691	B01	TL-WC00691-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-252789af6720	WC00692	B01	TL-WC00692-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-e23f2dac3d99	WC00693	B01	TL-WC00693-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-08298f442585	WC00694	B01	TL-WC00694-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-e6d04e6f94e3	WC00695	B01	TL-WC00695-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d16ba59c3fa2	WC00696	B01	TL-WC00696-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-c22da602349d	WC00697	B01	TL-WC00697-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-deab560b0661	WC00698	B01	TL-WC00698-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-3b71591c0f76	WC00699	B01	TL-WC00699-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-47986fcd9c94	WC00700	B01	TL-WC00700-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-6ab7dc72b1c4	WC00701	B01	TL-WC00701-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d9ec2385acda	WC00702	B01	TL-WC00702-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-4252d3bb1047	WC00703	B01	TL-WC00703-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-7c942b6f0f00	WC00704	B01	TL-WC00704-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-60414039d973	WC00705	B01	TL-WC00705-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2e1210cff1b2	WC00706	B01	TL-WC00706-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-ea9080c5d079	WC00707	B01	TL-WC00707-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d1129710a621	WC00708	B01	TL-WC00708-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-8bfcd9598bc5	WC00709	B01	TL-WC00709-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-1de2cffb3a99	WC00710	B01	TL-WC00710-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-393566117442	WC00711	B01	TL-WC00711-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-6f8a551ccbc9	WC00712	B01	TL-WC00712-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9635462d113d	WC00713	B01	TL-WC00713-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-3f4e108e2cbd	WC00714	B01	TL-WC00714-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d0322233ae07	WC00715	B01	TL-WC00715-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9449a0c18a9b	WC00716	B01	TL-WC00716-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f34f34e57c79	WC00717	B01	TL-WC00717-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-a512f631ba08	WC00718	B01	TL-WC00718-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-da6304b2e6f8	WC00719	B01	TL-WC00719-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d97bb4d53a4e	WC00720	B01	TL-WC00720-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-7ffce30c1d6d	WC00721	B01	TL-WC00721-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-1956d95fc7c8	WC00722	B01	TL-WC00722-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-c89235a70d09	WC00723	B01	TL-WC00723-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f54271b3ce38	WC00724	B01	TL-WC00724-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-a675c341d5b7	WC00725	B01	TL-WC00725-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-54cdebab8c43	WC00726	B01	TL-WC00726-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-643dde59a173	WC00727	B01	TL-WC00727-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-fd4bb2a2e0d2	WC00728	B01	TL-WC00728-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-1d00041c59e7	WC00729	B01	TL-WC00729-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f77b3828e3fb	WC00730	B01	TL-WC00730-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-58d05a027003	WC00731	B01	TL-WC00731-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-0f053d73014d	WC00732	B01	TL-WC00732-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d1e165680c7f	WC00733	B01	TL-WC00733-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-e7d4ceb1a933	WC00734	B01	TL-WC00734-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-fbe35773c530	WC00735	B01	TL-WC00735-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-28136748646f	WC00736	B01	TL-WC00736-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-69bc2ac39d5b	WC00737	B01	TL-WC00737-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-39b3ddbe537a	WC00738	B01	TL-WC00738-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-05cf1995358f	WC00739	B01	TL-WC00739-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-120f71d69faf	WC00740	B01	TL-WC00740-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9f22ae3b484b	WC00741	B01	TL-WC00741-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-512f2a01e1ba	WC00742	B01	TL-WC00742-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-3b4780f2110e	WC00743	B01	TL-WC00743-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-58161720c684	WC00744	B01	TL-WC00744-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-38e7a33ad471	WC00745	B01	TL-WC00745-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-b506e50510de	WC00746	B01	TL-WC00746-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-25e0c192e410	WC00747	B01	TL-WC00747-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-da13c0fb7f36	WC00748	B01	TL-WC00748-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-b0c3034cff86	WC00749	B01	TL-WC00749-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-ad485cb6c78a	WC00750	B01	TL-WC00750-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-49806be6da48	WC00751	B01	TL-WC00751-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-cfe811f037f2	WC00752	B01	TL-WC00752-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-94992c285ceb	WC00753	B01	TL-WC00753-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2ba00ae13afd	WC00754	B01	TL-WC00754-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-bcf86d8e6b6c	WC00755	B01	TL-WC00755-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-e31dc4656288	WC00756	B01	TL-WC00756-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-a7a48890d12f	WC00757	B01	TL-WC00757-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-26d682339355	WC00758	B01	TL-WC00758-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f08e1227e825	WC00759	B01	TL-WC00759-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-63aca387bde4	WC00760	B01	TL-WC00760-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-05c10f69f89e	WC00761	B01	TL-WC00761-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-e05c1a342c54	WC00762	B01	TL-WC00762-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-5a096afa0f85	WC00763	B01	TL-WC00763-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-627049dd8f09	WC00764	B01	TL-WC00764-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-5b3884b0e6af	WC00765	B01	TL-WC00765-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-7ecb47475c70	WC00766	B01	TL-WC00766-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-241371fec9ac	WC00767	B01	TL-WC00767-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2f0136db6ca9	WC00768	B01	TL-WC00768-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2ea0f674db89	WC00769	B01	TL-WC00769-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-376a722e19f0	WC00770	B01	TL-WC00770-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-dfb8236151d4	WC00771	B01	TL-WC00771-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-48c526e92c40	WC00772	B01	TL-WC00772-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-77ad16839bc6	WC00773	B01	TL-WC00773-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f5fdb164e6d1	WC00774	B01	TL-WC00774-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-64e9fd9875da	WC00775	B01	TL-WC00775-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-933ae9e0de2b	WC00776	B01	TL-WC00776-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2dc82c411f21	WC00777	B01	TL-WC00777-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f903d9b9a480	WC00778	B01	TL-WC00778-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-031baf9246c3	WC00779	B01	TL-WC00779-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-3639e42cfdfa	WC00780	B01	TL-WC00780-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-205c45b9c661	WC00781	B01	TL-WC00781-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9070cfc8db67	WC00782	B01	TL-WC00782-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-71aaab62bbc7	WC00783	B01	TL-WC00783-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9a9ba7f2bb41	WC00784	B01	TL-WC00784-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d1251531bd24	WC00785	B01	TL-WC00785-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-d492e030d78d	WC00786	B01	TL-WC00786-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-56600ef2ece2	WC00787	B01	TL-WC00787-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-8df8fa6a9a32	WC00788	B01	TL-WC00788-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-04e655968fb8	WC00789	B01	TL-WC00789-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-840c8d8a4e02	WC00790	B01	TL-WC00790-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-f1c7e9306dca	WC00791	B01	TL-WC00791-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-656ee6dfd80c	WC00792	B01	TL-WC00792-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-ffafeebb11d6	WC00793	B01	TL-WC00793-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-c396cc2ba429	WC00794	B01	TL-WC00794-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-e6d0efa87a0b	WC00795	B01	TL-WC00795-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-0c3cd35aa072	WC00796	B01	TL-WC00796-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-6f9ebac534e4	WC00797	B01	TL-WC00797-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-28c54522a1b9	WC00798	B01	TL-WC00798-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-1900bbd261ad	WC00799	B01	TL-WC00799-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-789186f6f976	WC00800	B01	TL-WC00800-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-93b2a330f9b4	WC00801	B01	TL-WC00801-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-1dd991d5b76f	WC00802	B01	TL-WC00802-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-9fc6633558c1	WC00803	B01	TL-WC00803-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-ce5eba5be895	WC00804	B01	TL-WC00804-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-2802be8f2640	WC00805	B01	TL-WC00805-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-7452296f6e33	WC00806	B01	TL-WC00806-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
MAP-TIMELINE-efe201a98286	WC00807	B01	TL-WC00807-INTRO	character_introduction	averaged_background_story_orbit_aesthetic_origin_distance	MAP-SCENE-0e25362cc531	generated_linked
