serial	scene_id	book_num	event_beat_id	character_link	creature_link	quest_link	location_link	world_link	layers	status
MAP-SCENE-dfc712564ad2	B02_M048	B02	EB-RW-00510	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Method and Training: Xethrolund and Pip move stasis against betrayal, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00510: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-0fabaa3a5758	B02_M049	B02	EB-RW-00511	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Method and Training: Pip and Mack move Meridian against stasis, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00511: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-24dc6047f243	B02_M050	B02	EB-RW-00512	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Method and Training: Mack and Rylos move shock against diary, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00512: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-9fb99e75f79b	B02_M051	B02	EB-RW-00513	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Method and Training: Rylos and Xethrolund move diary against wound, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00513: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-6de98c988e82	B02_M052	B02	EB-RW-00514	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Method and Training: Xethrolund and Pip move blue light against portal, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00514: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-ff2e9c468531	B02_M053	B02	EB-RW-00515	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Method and Training: Pip and Mack move market against shock, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00515: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-dfc0ae29e1d6	B02_M054	B02	EB-RW-00516	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Method and Training: Mack and Rylos move wound against market, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00516: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-f73ea7233cff	B02_M055	B02	EB-RW-00517	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Method and Training: Rylos and Xethrolund move betrayal against diamond, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00517: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-99fd05d75637	B02_M056	B02	EB-RW-00518	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Method and Training: Xethrolund and Pip move diamond against Meridian, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00518: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-9ece9cc828ef	B02_M057	B02	EB-RW-00519	wowas::mack_willow_father | wowas::pip_indalwin_willowjayce		Method and Training: Pip and Mack move portal against blue light, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00519: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-3f02acaeb987	B02_M058	B02	EB-RW-00520	wowas::rylos_vayne_johnson | wowas::mack_willow_father		Method and Training: Mack and Rylos move stasis against betrayal, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00520: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2d5b4c178287	B02_M059	B02	EB-RW-00521	wowas::xethrolund_papi | wowas::rylos_vayne_johnson		Method and Training: Rylos and Xethrolund move Meridian against stasis, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00521: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-515ccc030958	B02_M060	B02	EB-RW-00522	wowas::xethrolund_papi | wowas::pip_indalwin_willowjayce		Method and Training: Xethrolund and Pip move shock against diary, keeping the book's law that contact changes consequence while this scene tests sanctioned method against the deeper fracture. Event beat EB-RW-00522: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-91aa358cf492	B02_R0001	B02	EB-RW-00523			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00523: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-d9a68758d8c7	B02_R0002	B02	EB-RW-00524			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00524: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-94f526754d98	B02_R0003	B02	EB-RW-00525			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00525: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-8fd3661f12fe	B02_R0004	B02	EB-RW-00526			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00526: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-99ce7931358e	B02_R0005	B02	EB-RW-00527			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00527: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-40d4a054bce4	B02_R0006	B02	EB-RW-00528			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00528: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a741148e1382	B02_R0007	B02	EB-RW-00529			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00529: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2b1901bcae8c	B02_R0008	B02	EB-RW-00530	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00530: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-204626621ba7	B02_R0009	B02	EB-RW-00531	wowas::xethrolund_papi		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00531: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-de5a4fe63a14	B02_R0010	B02	EB-RW-00532			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00532: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-7e58e2d5bc07	B02_R0011	B02	EB-RW-00533			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00533: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-14f2c448f16c	B02_R0012	B02	EB-RW-00534			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00534: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-a3cef83e5b8d	B02_R0013	B02	EB-RW-00535			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00535: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-c83dbbc5c8ea	B02_R0014	B02	EB-RW-00536			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00536: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-dbe1f1cee26e	B02_R0015	B02	EB-RW-00537			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00537: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-43a80afc0e4e	B02_R0016	B02	EB-RW-00538			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00538: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-96d71d1bfde8	B02_R0017	B02	EB-RW-00539			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00539: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-10a114f7f46e	B02_R0018	B02	EB-RW-00540			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00540: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-9ef846ff4124	B02_R0019	B02	EB-RW-00541			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00541: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-0737d1d88283	B02_R0020	B02	EB-RW-00542			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00542: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-69b88bfa2b4f	B02_R0021	B02	EB-RW-00543	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00543: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-2e451e6237e1	B02_R0022	B02	EB-RW-00544			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00544: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-84cce3b7198c	B02_R0023	B02	EB-RW-00545			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00545: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b0ee896c2517	B02_R0024	B02	EB-RW-00546			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00546: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-5e9dd0887b08	B02_R0025	B02	EB-RW-00547			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00547: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-fa24e5611a46	B02_R0026	B02	EB-RW-00548	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00548: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-10b7e3d38644	B02_R0027	B02	EB-RW-00549			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00549: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-360a82803dde	B02_R0028	B02	EB-RW-00550			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00550: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-9d44519fc1d8	B02_R0029	B02	EB-RW-00551			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00551: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-f638311a2195	B02_R0030	B02	EB-RW-00552			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00552: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-2beb7769e900	B02_R0031	B02	EB-RW-00553			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00553: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-cd466f3e075a	B02_R0032	B02	EB-RW-00554	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00554: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-6df080ad1b2b	B02_R0033	B02	EB-RW-00555			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00555: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-5544c0622259	B02_R0034	B02	EB-RW-00556			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00556: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-1f506a681215	B02_R0035	B02	EB-RW-00557			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00557: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-15fb15fb6013	B02_R0036	B02	EB-RW-00558			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00558: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-26496e157884	B02_R0037	B02	EB-RW-00559			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00559: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-acacaf92f261	B02_R0038	B02	EB-RW-00560			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00560: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-c064793364a8	B02_R0039	B02	EB-RW-00561			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00561: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-21ca91e6b45d	B02_R0040	B02	EB-RW-00562			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00562: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-1188d4de41bc	B02_R0041	B02	EB-RW-00563	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00563: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-3f27801f2939	B02_R0042	B02	EB-RW-00564	wowas::xethrolund_papi		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00564: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-8d3e054010a2	B02_R0043	B02	EB-RW-00565			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00565: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-ca098aeb3d11	B02_R0044	B02	EB-RW-00566			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00566: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-78a137be2937	B02_R0045	B02	EB-RW-00567			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00567: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-0003cb7b32e6	B02_R0046	B02	EB-RW-00568			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00568: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5696009f9339	B02_R0047	B02	EB-RW-00569			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00569: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-b2582803bd06	B02_R0048	B02	EB-RW-00570			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00570: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-6e399bca3009	B02_R0049	B02	EB-RW-00571			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00571: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-5a84520b46ef	B02_R0050	B02	EB-RW-00572			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00572: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-ddcf028677fe	B02_R0051	B02	EB-RW-00573			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00573: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-c43282a2d732	B02_R0052	B02	EB-RW-00574			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00574: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-9f5e6a3e7bbf	B02_R0053	B02	EB-RW-00575			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00575: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-27acbd8de6d9	B02_R0054	B02	EB-RW-00576	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00576: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-82dd728841de	B02_R0055	B02	EB-RW-00577			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00577: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-7936e979110a	B02_R0056	B02	EB-RW-00578			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00578: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-63298f071f80	B02_R0057	B02	EB-RW-00579			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00579: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-a38bdf07ed6f	B02_R0058	B02	EB-RW-00580			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00580: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-406a5ddec964	B02_R0059	B02	EB-RW-00581	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00581: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-7ec59ff9b088	B02_R0060	B02	EB-RW-00582			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00582: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-a21782c824d6	B02_R0061	B02	EB-RW-00583			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00583: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-1e1ddbd0586e	B02_R0062	B02	EB-RW-00584			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00584: the group records a consequence before continuing.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-9bfda4460690	B02_R0063	B02	EB-RW-00585			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00585: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-3411b6febfeb	B02_R0064	B02	EB-RW-00586			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00586: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-1175dc93b860	B02_R0065	B02	EB-RW-00587	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00587: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-29d479a47920	B02_R0066	B02	EB-RW-00588			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00588: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-742d92fba018	B02_R0067	B02	EB-RW-00589			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00589: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-fcd6179625b2	B02_R0068	B02	EB-RW-00590			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00590: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-46213951b0b9	B02_R0069	B02	EB-RW-00591			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00591: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-45bd1f9cd74c	B02_R0070	B02	EB-RW-00592			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00592: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-51b4b4bcaf78	B02_R0071	B02	EB-RW-00593			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00593: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-3d370d03e15a	B02_R0072	B02	EB-RW-00594			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00594: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-09bc8b7f47cc	B02_R0073	B02	EB-RW-00595			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00595: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-e30edcc14883	B02_R0074	B02	EB-RW-00596	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00596: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-e92c2bc64753	B02_R0075	B02	EB-RW-00597	wowas::xethrolund_papi		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00597: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-d28a3333e905	B02_R0076	B02	EB-RW-00598			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00598: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-c8654c0b00e9	B02_R0077	B02	EB-RW-00599			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00599: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-454c8a43bb6b	B02_R0078	B02	EB-RW-00600			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00600: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-5a2d125e7b2a	B02_R0079	B02	EB-RW-00601			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00601: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-30f8c9580aa7	B02_R0080	B02	EB-RW-00602			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00602: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-0b1bb24398a9	B02_R0081	B02	EB-RW-00603			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00603: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-9d4f2fb24fab	B02_R0082	B02	EB-RW-00604			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00604: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-c954bf8aadb0	B02_R0083	B02	EB-RW-00605			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00605: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-d0edde232478	B02_R0084	B02	EB-RW-00606			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00606: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-f83427038c62	B02_R0085	B02	EB-RW-00607			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00607: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-e2dd41869ef4	B02_R0086	B02	EB-RW-00608			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00608: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-32529a62a4f4	B02_R0087	B02	EB-RW-00609	wowas::pip_indalwin_willowjayce		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00609: choice pressure changes the route.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-83a8b706462c	B02_R0088	B02	EB-RW-00610			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00610: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-c45dd1dd48f6	B02_R0089	B02	EB-RW-00611			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00611: the ecology pushes back against the plan.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-3191d4b82404	B02_R0090	B02	EB-RW-00612			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00612: a world introduction reveals a cost.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-b8c8e5590d18	B02_R0091	B02	EB-RW-00613			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00613: the quest objective changes after evidence.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-7d08eb2ec4c7	B02_R0092	B02	EB-RW-00614	wowas::mack_willow_father		Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00614: a character must trade certainty for movement.		spine-derived-world-anchor	characters|creatures|quests	linked
MAP-SCENE-c8262f96b0e9	B02_R0093	B02	EB-RW-00615			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00615: a creature signal interrupts the obvious solution.		spine-derived-world-anchor	characters|creatures|world_introduction|quests	linked
MAP-SCENE-b923cd3e273e	B02_R0094	B02	EB-RW-00616			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00616: the group records a consequence before continuing.		spine-derived-world-anchor	characters|quests	linked
MAP-SCENE-a487bc94cf9f	B02_R0095	B02	EB-RW-00617			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00617: choice pressure changes the route.		spine-derived-world-anchor	characters|world_introduction|quests	linked
MAP-SCENE-1673b35bea53	B02_R0096	B02	EB-RW-00618			Filled to target scene count using uploaded source anchors for The Diary and the Blue Light. Event beat EB-RW-00618: a relationship obligation becomes actionable.		spine-derived-world-anchor	characters|creatures|quests	linked
