character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status	identity_profile	pronouns	prose_treatment	identity_serial	adult_role_profile	role_prose_treatment	age_band	adult_role_eligibility	content_rating
WC01179	Ashaavelhollowaria1179	background	V1	B24	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-7d991d43ed96	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01180	Ashaelionforgearia1180	story	V1	B25	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-19c318f8fb3b	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01181	Aerindraamaren1181	recurring-background	V1	B26	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-0787c63803c9	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01182	Aeranorianlarkiel1182	deep-background	V1	B27	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-75f6f020eba4	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01183	Aeranorbrookiven1183	support	V1	B28	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-9640a73fd07e	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01184	Aeranoramarkelanen1184	background	V1	B29	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-57ec2696644b	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01185	Ashaavelindradion1185	story	V1	B30	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-84b81d493177	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01186	Aerfiraluthaelaen1186	recurring-background	V1	B31	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-368d5f9c4c48	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01187	Ashaavelel1187	deep-background	V1	B32	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-74f356ec0136	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01188	Aeranorianhaloravel1188	support	V1	B33	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-aeec3e51a58a	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01189	Aeranorevaraaelion1189	background	V1	B01	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-4127a84982a7	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01190	Ashaelionanoravel1190	story	V1	B02	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-3351c6240d2a	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01191	Aerfiraamarlarkdria1191	recurring-background	V1	B03	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-d800d20aa7d1	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01192	Aeranorluthbrinen1192	deep-background	V1	B04	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f96da330c4e6	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01193	Brenaelgalenael1193	support	V1	B05	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-36ce512a1a7a	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01194	Brenhalorelle1194	background	V1	B06	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-a36a3f34bd58	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01195	Ashaavelindraarel1195	story	V1	B07	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-2fbaaba55428	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01196	Aerdalencairndria1196	recurring-background	V1	B08	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-cf0a94c903c8	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01197	Aerfiraianen1197	deep-background	V1	B09	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-90518c211357	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01198	Ashanaraasharel1198	support	V1	B10	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-368f344f1454	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01199	Ashagalenfiraluthel1199	background	V1	B11	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-23c1253a4aa7	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01200	Ashagalenmireaen1200	story	V1	B12	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-c2ac5712a69f	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01201	Darodalenaria1201	recurring-background	V1	B13	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-72fc8faa53d1	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01202	Aerfiracoriaaelaria1202	deep-background	V1	B14	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-7dbb2233881c	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01203	Aerdalenamarbrinen1203	support	V1	B15	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-607f8cef0859	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01204	Caelamarbrinaveliel1204	background	V1	B16	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-acf9155f8523	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01205	Aermaelorianivyiven1205	story	V1	B17	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-d2098fff7e44	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01206	Aeranorluthbriniven1206	recurring-background	V1	B18	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-8228947cb9a1	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01207	Ashagalencairnaen1207	deep-background	V1	B19	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-428678432c46	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01208	Brenendarelle1208	support	V1	B20	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-69ffdb79583d	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01209	Aerdalenianbrinavel1209	background	V1	B21	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-d4ac44b32764	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01210	Aeranorianmarrowaen1210	story	V1	B22	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1	lesbian	she/her	lesbian identity is ordinary life context	ID-b1a94c43c0bb	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01211	Ashaelionbrookdria1211	recurring-background	V1	B23	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-6cf2bb17dbbc	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01212	Aermaelorianaelaen1212	deep-background	V1	B24	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-02982047ecf4	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01213	Aerindrafenel1213	support	V1	B25	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-6aa923fd5c3d	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01214	Aerdalenhollowael1214	background	V1	B26	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-12da5761b050	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01215	Aeranorluthglassael1215	story	V1	B27	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-9a1903b76073	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01216	Aerdalenluthaeldion1216	recurring-background	V1	B28	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-e7cc52d2a1b3	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01217	Ashagalenquartzdion1217	deep-background	V1	B29	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1	trans_gay_male	he/him	trans gay male identity is ordinary life context	ID-224b37b349c0	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01218	Aerfiraluthbrinion1218	support	V1	B30	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-082e1a31df85	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01219	Aerindraevaradion1219	background	V1	B31	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1	bisexual	she/they	bisexual identity is ordinary life context	ID-93c2122f22ed	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01220	Aerindraianhalorael1220	story	V1	B32	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-86f5c64443a0	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01221	Aerdalenluthcairnel1221	recurring-background	V1	B33	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-204fffe4f705	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01222	Aerdalencrownaen1222	deep-background	V1	B01	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-d3c475b64fba	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01223	Aerindraluthaen1223	support	V1	B02	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-04eb3fb129ba	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01224	Aeranoramarbellel1224	background	V1	B03	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f4925174d666	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01225	Aerdalenriverion1225	story	V1	B04	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-b0cd67cc66e0	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01226	Aeranorianendaraen1226	recurring-background	V1	B05	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-9f79f94ebefe	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01227	Aeranoramarlarkavel1227	deep-background	V1	B06	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f26990127437	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01228	Ashajoraanorelle1228	support	V1	B07	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-1cd10570db35	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01229	Aeranorianen1229	background	V1	B08	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-3e01283d211a	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01230	Aerdalenamarbrinion1230	story	V1	B09	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-f6198c409551	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01231	Aermaelorgroveion1231	recurring-background	V1	B10	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1	queer_nonbinary	they/them	queer nonbinary identity is ordinary life context	ID-6223752a7507	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01232	Aerfiraamarbriniven1232	deep-background	V1	B11	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-c97ed7fcf51e	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01233	Aerdalenivyaen1233	support	V1	B12	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-35e8369f7663	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01234	Aerfiraamaremberen1234	background	V1	B13	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-eaa9ff0c0f37	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01235	Aeranorfendion1235	story	V1	B14	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-2d51e5639b60	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01236	Aeranorcoriaaelel1236	recurring-background	V1	B15	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-30c24e282a32	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01237	Aerfiraianashel1237	deep-background	V1	B16	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1	bisexual_male	he/him	bisexual identity is ordinary life context	ID-5f6b698e208f	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01238	Aeranorluthkelanen1238	support	V1	B17	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1	pansexual_male	he/they	pansexual identity is ordinary life context	ID-5c58fd1051ec	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01239	Aerdalenianarel1239	background	V1	B18	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-12a5d04c8902	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01240	Caelamarbriniel1240	story	V1	B19	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1	straight_ally	varied	sexuality is not narratively exceptional	ID-b5803dbf1181	not_specified	adult role is not required for this record	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01241	Aermaelorluthiven1241	recurring-background	V1	B20	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-cb39c0fd948e	versatile_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01242	Aeranorquartzen1242	deep-background	V1	B21	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-d821b6e50106	top_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
WC01243	Brenaelmossavel1243	support	V1	B22	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1	gay_male	he/him	gay male identity is ordinary life context	ID-65a3f463f2f8	bottom_role_preference	adult role preference is ordinary private context and is not unusual in prose	young_adult_18_plus	eligible_18_plus_only	young_adult_non_graphic
