book_num	book_title	encounter_id	core_character	satellite_character	satellite_score	source_profiles	source_traits	event_shape	stakes	memorable_hook	plot_incorporation	coverage_rule
6	The Refusal and the Wound	WE06_00177	Daisy May	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00178	Mack	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00179	Mack	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00180	Mack	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00181	Xethrolund	Solvaenkyr	245	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00182	Xethrolund	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00183	Xethrolund	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00184	Boojay	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00185	Boojay	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00186	Boojay	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	training failure that becomes a better method	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00187	DERVISH	Solvaenkyr	245	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00188	DERVISH	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00189	DERVISH	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00190	MAJISKII	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00191	MAJISKII	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00192	MAJISKII	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00193	NEITH	Solvaenkyr	245	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00194	NEITH	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00195	NEITH	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00196	ROLZEN	source_stack	123	SRC0014+SRC0015+SRC0016+SRC0017+SRC0023	earnest sexually confident emotionally huge man who loves without guile / falls completely; no partial love / physical-forward; emotionally honest; runs toward problems || emotional whirlwind who shows up / immediate attachment; ignores hierarchy / erupts with surprising scale || explosive found-family loyalty anchor / declares bond once and defends forever / explosive escalating strength	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00197	ROLZEN	book_25	87	SRC0014+SRC0015+SRC0016+SRC0017+SRC0023	earnest sexually confident emotionally huge man who loves without guile / falls completely; no partial love / physical-forward; emotionally honest; runs toward problems || emotional whirlwind who shows up / immediate attachment; ignores hierarchy / erupts with surprising scale || explosive found-family loyalty anchor / declares bond once and defends forever / explosive escalating strength	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00198	ROLZEN	canonical_id	171	SRC0014+SRC0015+SRC0016+SRC0017+SRC0023	earnest sexually confident emotionally huge man who loves without guile / falls completely; no partial love / physical-forward; emotionally honest; runs toward problems || emotional whirlwind who shows up / immediate attachment; ignores hierarchy / erupts with surprising scale || explosive found-family loyalty anchor / declares bond once and defends forever / explosive escalating strength	training failure that becomes a better method	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00199	URSULA	Solvaenkyr	245	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00200	URSULA	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00201	URSULA	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00202	RYLOS / BOOJAY	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00203	RYLOS / BOOJAY	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00204	RYLOS / BOOJAY	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00205	pre_pip_role	Solvaenkyr	245	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00206	pre_pip_role	role	123	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
6	The Refusal and the Wound	WE06_00207	pre_pip_role	first_appears	99	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00208	Daisy May	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00209	Daisy May	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00210	Daisy May	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	training failure that becomes a better method	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00211	Mack	Cockatrice	155	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00212	Mack	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00213	Mack	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00214	Pip	first_appears	99	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00215	Pip	canonical_id	171	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00216	Pip	role	123	SRC0001+SRC0002+SRC0003+SRC0008+SRC0024	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	argument that turns into protection	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00217	Boojay	Cockatrice	155	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	small ridiculous task that reveals serious loyalty	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00218	Boojay	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	rescue attempt that goes socially wrong before it goes right	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00219	Boojay	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	market pressure scene with a hidden consequence	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00220	Majiskii	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	quiet care scene interrupted by external danger	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00221	Majiskii	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	comic misunderstanding that exposes a true wound	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00222	Majiskii	role	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	training failure that becomes a better method	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00223	DERVISH	Cockatrice	155	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	shared meal that turns into a strategic decision	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00224	DERVISH	source_stack	123	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	route negotiation where the weak detail saves everyone	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00225	DERVISH	book_25	87	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	unexpected kindness that creates a later obligation	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00226	NEITH	first_appears	99	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	public embarrassment that becomes witness	relationship, pressure, humor, and future obligation	small event must leave a visible mark	encounter may remain local unless later scene pressure calls it back	core_minimum_three
7	The Rift Widens	WE07_00227	NEITH	canonical_id	171	SRC0001+SRC0002+SRC0003	engineered weapon who chooses love and family / chosen family as absolute law / unpredictable; physically excessive; emotionally precise || curious heart with no fear and little fear-wisdom / attaches fully and expects motion / breaks systems by not recognizing them as systems || intuitive bodily magic and path-reading through lived body / bonds through touch, rhythm, proximity, shared movement / intuitive embodied reading; nonverbal path sense	dangerous question asked at the wrong time but for the right reason	relationship, pressure, humor, and future obligation	high-score satellite gets recurring callback seed	encounter may remain local unless later scene pressure calls it back	core_minimum_three
