matrix_id	target_character_id	target_name	viewpoint_character_id	viewpoint_name	book	final_state_rule	death_resurrection_parity	viewpoint_requirement	required_consequence	anti_martyr_rule	source_resolution_status	prose_status
resurrection:wowas::dervish_cosmic_entity:wowas::xethrolund_papi	wowas::dervish_cosmic_entity	Dervish	wowas::xethrolund_papi	Xethrolund	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::ursula_cosmic_mother	wowas::dervish_cosmic_entity	Dervish	wowas::ursula_cosmic_mother	Ursula	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::neith_architect_mother	wowas::dervish_cosmic_entity	Dervish	wowas::neith_architect_mother	Neith	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::rolzen_warrior_anchor	wowas::dervish_cosmic_entity	Dervish	wowas::rolzen_warrior_anchor	Rolzen	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::rylos_vayne_johnson	wowas::dervish_cosmic_entity	Dervish	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::dervish_cosmic_entity	wowas::dervish_cosmic_entity	Dervish	wowas::dervish_cosmic_entity	Dervish	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::daisy_may_great_dane	wowas::dervish_cosmic_entity	Dervish	wowas::daisy_may_great_dane	Daisy May	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::dervish_cosmic_entity:wowas::majiskii_great_dane	wowas::dervish_cosmic_entity	Dervish	wowas::majiskii_great_dane	Majiskii	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::pip_indalwin_willowjayce	wowas::daisy_may_great_dane	Daisy May	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::mack_willow_father	wowas::daisy_may_great_dane	Daisy May	wowas::mack_willow_father	Mack	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::xethrolund_papi	wowas::daisy_may_great_dane	Daisy May	wowas::xethrolund_papi	Xethrolund	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::ursula_cosmic_mother	wowas::daisy_may_great_dane	Daisy May	wowas::ursula_cosmic_mother	Ursula	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::neith_architect_mother	wowas::daisy_may_great_dane	Daisy May	wowas::neith_architect_mother	Neith	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::rolzen_warrior_anchor	wowas::daisy_may_great_dane	Daisy May	wowas::rolzen_warrior_anchor	Rolzen	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::rylos_vayne_johnson	wowas::daisy_may_great_dane	Daisy May	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::dervish_cosmic_entity	wowas::daisy_may_great_dane	Daisy May	wowas::dervish_cosmic_entity	Dervish	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::daisy_may_great_dane	wowas::daisy_may_great_dane	Daisy May	wowas::daisy_may_great_dane	Daisy May	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::daisy_may_great_dane:wowas::majiskii_great_dane	wowas::daisy_may_great_dane	Daisy May	wowas::majiskii_great_dane	Majiskii	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::pip_indalwin_willowjayce	wowas::majiskii_great_dane	Majiskii	wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::mack_willow_father	wowas::majiskii_great_dane	Majiskii	wowas::mack_willow_father	Mack	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::xethrolund_papi	wowas::majiskii_great_dane	Majiskii	wowas::xethrolund_papi	Xethrolund	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::ursula_cosmic_mother	wowas::majiskii_great_dane	Majiskii	wowas::ursula_cosmic_mother	Ursula	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::neith_architect_mother	wowas::majiskii_great_dane	Majiskii	wowas::neith_architect_mother	Neith	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::rolzen_warrior_anchor	wowas::majiskii_great_dane	Majiskii	wowas::rolzen_warrior_anchor	Rolzen	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::rylos_vayne_johnson	wowas::majiskii_great_dane	Majiskii	wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::dervish_cosmic_entity	wowas::majiskii_great_dane	Majiskii	wowas::dervish_cosmic_entity	Dervish	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::daisy_may_great_dane	wowas::majiskii_great_dane	Majiskii	wowas::daisy_may_great_dane	Daisy May	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
resurrection:wowas::majiskii_great_dane:wowas::majiskii_great_dane	wowas::majiskii_great_dane	Majiskii	wowas::majiskii_great_dane	Majiskii	25	source_resolution_required	required	distinct_main_party_viewpoint_required	relationship state, world state, self-understanding, and future action must change	return is not a reward for self-erasure; survival/resurrection must preserve agency and shared rebuilding	structured_requirement_not_scene_level_proof	no_generated_prose
