monster_code	common_name	neo_scientific_name	story_corridor	state	county_anchor	anchor_city	life_domain	base_american_anchor	anchor_scientific_name	wowas_zone_fit	landscape_pressure	american_myth_register	microbiology_register	source_media_register_1	source_media_register_2	source_media_register_3	source_media_register_4	source_trait_stack	pressure_split	encounter_threat_tier	fight_pattern	morph_description	behavior_in_world	ecological_function	danger_to_humans	edge_of_seat_hook	quest_or_scene_use	generator_notes
wowas::summit_county_arachnid_02	Glacier Harvestman	Saltinoctis mirata	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	arachnid	harvestman	Opiliones	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	cave haint	mite consortium	Lacuna Coil	Charmy	Hermione Granger	Metallica	gothic split-voice beauty and dread; nourishment-driven volatility; analytic patterning and prepared response; storm-weight aggression and crushing drive	fear_by_stripping	severe	ceiling-drop ambush	American harvestman reimagined through Lacuna Coil, Charmy, Hermione Granger, and Metallica; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	web, ceiling, and ambush pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_arthropod_01	Scree-Lure Crayfish	Opiliochilop ferox	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	arthropod	camel cricket	Rhaphidophoridae	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	freight phantom	road dust extremophiles	Apocalyptica	Zohan	Charmy		percussive cello violence and grave beauty; foolish swagger covering real care; nourishment-driven volatility	wonder_from_wreckage	severe	shock-snap distraction	American camel cricket reimagined through Apocalyptica, Zohan, and Charmy; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rattle-shell and burrow pressure	severe; the fight changes terrain and can break a party if they hesitate	The danger comes from beauty turning decisive at the worst possible moment.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_arthropod_02	Summit Bug	Belostomerid tenebris	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	arthropod	giant water bug	Belostomatidae	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	bone rattler	shell bacteria	Erza Scarlet	Nemesis	Zohan		armored love and overwhelming force; bulldozing pursuit through chaos; foolish swagger covering real care	fear_by_stripping	severe	burrow flank and leg-break	American giant water bug reimagined through Erza Scarlet, Nemesis, and Zohan; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	rattle-shell and burrow pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_flora_01	Summit-Glaer Sea Oats	Paniclupin grypha	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	flora	sagebrush	Artemisia tridentata	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	orchard saint	leaf-rust logic	Jason Voorhees	Professor McGonagall	Asta	Hermione Granger	relentless arrival and implacable pressure; identity-through-transformation discipline; grit and refusal to yield; analytic patterning and prepared response	unstable_mixed_field	moderate	thorn-wall enclosure	American sagebrush reimagined through Jason Voorhees, Professor McGonagall, Asta, and Hermione Granger; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_flora_02	Snow Bluebonnet	Artempanic cerula	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	flora	bluebonnet	Lupinus texensis	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	prairie bride	yeast bloom	Asta	Elle Woods	Kimmy Gibbler	Zohan	grit and refusal to yield; disarming brightness with hidden steel; chaotic familiarity and offbeat warmth; foolish swagger covering real care	wonder_from_wreckage	moderate	spore lure around shelter	American bluebonnet reimagined through Asta, Elle Woods, Kimmy Gibbler, and Zohan; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_fungus_01	Lift-Tower-Dust Toadstool	Amanitphall vigil	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	fungus	stinkhorn	Phallaceae	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	chalk widow	spore cloud exchange	Freddy Krueger	Natsu	Roseanne		dream-penetration and intimate threat; explosive heat and protective combustion; working-class endurance and hard humor	wonder_from_wreckage	moderate	spore bloom into hallucination	American stinkhorn reimagined through Freddy Krueger, Natsu, and Roseanne; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_fungus_02	Snow Tail	Pleuroumbr tenebris	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	fungus	toadstool	Amanita spp.	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	choir mold	mycorrhizal network	Erza Scarlet	Charmy	Yuno	Nemesis	armored love and overwhelming force; nourishment-driven volatility; cold precision under grace; bulldozing pursuit through chaos	wonder_from_wreckage	moderate	mycelial burst from dead ground	American toadstool reimagined through Erza Scarlet, Charmy, Yuno, and Nemesis; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_microbe_01	Storm-glaer Consortium	Algolconsort grypha	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	microbe	spore consortium	mixed spores	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	hunger consortium	biofilm colony	Lindsey Stirling	Tasslehoff Burrfoot	Freddy Krueger	Zohan	knife-clean transitions and kinetic string line; curiosity ignoring danger boundaries; dream-penetration and intimate threat; foolish swagger covering real care	unstable_mixed_field	severe	surface slick and breath steal	American spore consortium reimagined through Lindsey Stirling, Tasslehoff Burrfoot, Freddy Krueger, and Zohan; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	invisible contamination and field pressure	severe; the fight changes terrain and can break a party if they hesitate	The encounter can help one member survive while putting another in worse danger.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_microbe_02	Needle-maw Cloud	Matrisuffol lucens	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	microbe	bacterial mat	mixed bacterial mat	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	invisible parish	biofilm colony	Kimmy Gibbler	Charmy	Erza Scarlet		chaotic familiarity and offbeat warmth; nourishment-driven volatility; armored love and overwhelming force	fear_by_stripping	severe	invisible colony pressure	American bacterial mat reimagined through Kimmy Gibbler, Charmy, and Erza Scarlet; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	invisible contamination and field pressure	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::summit_county_stone_01	Scree Selenite	Selencalcit lucens	rocky_mountain_abduction_band	Colorado	Summit County	High Rockies	stone	selenite	Selenite	zone::rocky_abduction	high snowfields, scree bowls, glacial lakes, lift towers gone dead	dragon egg	mineral biofilm	Tommy Pickles	Gray Fullbuster	Asta		feral childhood nerve and opportunism; ice-veined control and restraint; grit and refusal to yield	wonder_from_wreckage	severe	terrain reconfiguration under pressure	American selenite reimagined through Tommy Pickles, Gray Fullbuster, and Asta; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	terrain, threshold, and witness pressure	severe; the fight changes terrain and can break a party if they hesitate	The danger comes from beauty turning decisive at the worst possible moment.	Use in the climb, hunt-line, and abduction corridors to keep every ridge-crossing uncertain.	Focus hardcore on Summit County, Colorado travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_mammal_01	Needle-glaer Cougar	Cinerferro cantor	oregon_intuition_coast_return	Oregon	Polk County	Independence	mammal	cougar	Puma concolor	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	jackalope register	biofilm persistence	Jason Stackhouse	Noelle Silva	Michael Jackson		body-forward sincerity and reckless warmth; water nobility sharpened by pride; precision broadcast and impossible rhythm	wonder_from_wreckage	high	territorial charge through cover	American cougar reimagined through Jason Stackhouse, Noelle Silva, and Michael Jackson; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	mid-to-large fauna pressure anchor	high; a single mistake can cost blood, sight, mobility, or route integrity	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_mammal_02	Orchard-Veil Bison	Umbrarcov vigil	oregon_intuition_coast_return	Oregon	Polk County	Independence	mammal	bison	Bison bison	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	blue dog warning	gut mutualism	Tommy Pickles	Gray Fullbuster	Lacuna Coil		feral childhood nerve and opportunism; ice-veined control and restraint; gothic split-voice beauty and dread	fear_by_stripping	severe	territorial charge through cover	American bison reimagined through Tommy Pickles, Gray Fullbuster, and Lacuna Coil; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It attacks by taking away footing, light, heat, memory, or shelter before closing for the kill.	mid-to-large fauna pressure anchor	severe; the fight changes terrain and can break a party if they hesitate	The species attacks by taking away shelter, memory, footing, or coherence before the killing blow.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_bird_01	Glaer-thorn Loon	Arcovarcov cerula	oregon_intuition_coast_return	Oregon	Polk County	Independence	bird	American crow	Corvus brachyrhynchos	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	crow funeral saint	phage burst cycle	Tasslehoff Burrfoot	Menolly	Gromph Baenre		curiosity ignoring danger boundaries; music as shelter and belonging; cold shadow-intelligence and dangerous reach	wonder_from_wreckage	moderate	vertical dive and sonic panic	American American crow reimagined through Tasslehoff Burrfoot, Menolly, and Gromph Baenre; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_bird_02	Oak-Savanna-Riddle Heron	Cortiatlanti sinuata	oregon_intuition_coast_return	Oregon	Polk County	Independence	bird	pileated woodpecker	Dryocopus pileatus	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	crow funeral saint	slime mold logic	Jason Voorhees	Professor McGonagall	Tommy Pickles		relentless arrival and implacable pressure; identity-through-transformation discipline; feral childhood nerve and opportunism	unstable_mixed_field	moderate	circling omen strike pattern	American pileated woodpecker reimagined through Jason Voorhees, Professor McGonagall, and Tommy Pickles; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	skyline omen and aerial pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_reptile_01	Ash-dust Gator	Sauratlanti mirata	oregon_intuition_coast_return	Oregon	Polk County	Independence	reptile	gopher snake	Pituophis catenifer	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	fire-snake	gut mutualism	Noelle Silva	Lacuna Coil	Natsu		water nobility sharpened by pride; gothic split-voice beauty and dread; explosive heat and protective combustion	wonder_from_wreckage	high	armor-plate siege	American gopher snake reimagined through Noelle Silva, Lacuna Coil, and Natsu; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	threshold heat and patience pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_amphibian_01	Lemon-blue-dog Hellbender	Paludarcov viridis	oregon_intuition_coast_return	Oregon	Polk County	Independence	amphibian	hellbender	Cryptobranchus alleganiensis	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	mud-angel	algae film	Metallica	Joey Tribbiani	Zohan		storm-weight aggression and crushing drive; social boldness and shameless appetite; foolish swagger covering real care	wonder_from_wreckage	moderate	paralytic slick terrain control	American hellbender reimagined through Metallica, Joey Tribbiani, and Zohan; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	water-edge swarm and slick pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_fish_01	Wire-dust Catfish	Cantoozark mirata	oregon_intuition_coast_return	Oregon	Polk County	Independence	fish	paddlefish	Polyodon spathula	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	catfish prophet	sulfur edge mats	Yuno	Sarah Evans	Roseanne		cold precision under grace; open-throated country ache and lift; working-class endurance and hard humor	wonder_from_wreckage	moderate	shoal split and lure	American paddlefish reimagined through Yuno, Sarah Evans, and Roseanne; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	current and undertow pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_insect_01	Blue-Dog Dragonfly	Papilcicad tenebris	oregon_intuition_coast_return	Oregon	Polk County	Independence	insect	firefly	Lampyridae	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	lantern haint	gut symbiont cloud	Bad Santa	Gray Fullbuster	Kimmy Gibbler		profane tenderness under rot; ice-veined control and restraint; chaotic familiarity and offbeat warmth	unstable_mixed_field	moderate	nest defense with escalating numbers	American firefly reimagined through Bad Santa, Gray Fullbuster, and Kimmy Gibbler; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_insect_02	Blue-Dog Cicada	Cicadlampy ferox	oregon_intuition_coast_return	Oregon	Polk County	Independence	insect	dragonfly	Anisoptera	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	lantern haint	pollen yeasts	Freddy Krueger	Hermione Granger	Menolly		dream-penetration and intimate threat; analytic patterning and prepared response; music as shelter and belonging	unstable_mixed_field	moderate	nest defense with escalating numbers	American dragonfly reimagined through Freddy Krueger, Hermione Granger, and Menolly; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	swarm, pollination, and sensory harassment pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_arachnid_01	Refuge-Halo Jumper	Reticnoctis fracta	oregon_intuition_coast_return	Oregon	Polk County	Independence	arachnid	wolf spider	Lycosidae	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	cave haint	salt-crust microbes	Asta	Freddy Krueger	Erza Scarlet	Tommy Pickles	grit and refusal to yield; dream-penetration and intimate threat; armored love and overwhelming force; feral childhood nerve and opportunism	wonder_from_wreckage	high	web geometry and vision trap	American wolf spider reimagined through Asta, Freddy Krueger, Erza Scarlet, and Tommy Pickles; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	web, ceiling, and ambush pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_arachnid_02	Dust-orchard Orb-Weaver	Dolomeumbr lucens	oregon_intuition_coast_return	Oregon	Polk County	Independence	arachnid	orb-weaver	Araneidae	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	cave haint	salt-crust microbes	Roseanne	Gray Fullbuster	Noelle Silva	Sarah Evans	working-class endurance and hard humor; ice-veined control and restraint; water nobility sharpened by pride; open-throated country ache and lift	unstable_mixed_field	high	venom feint with retreat	American orb-weaver reimagined through Roseanne, Gray Fullbuster, Noelle Silva, and Sarah Evans; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	web, ceiling, and ambush pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_arthropod_01	Hollow-orchard Millipede	Belostocamba tenebris	oregon_intuition_coast_return	Oregon	Polk County	Independence	arthropod	crawfish	Cambaridae	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	bone rattler	cave gut flora	Michael Jackson	Zohan	Jason Voorhees		precision broadcast and impossible rhythm; foolish swagger covering real care; relentless arrival and implacable pressure	unstable_mixed_field	high	burrow flank and leg-break	American crawfish reimagined through Michael Jackson, Zohan, and Jason Voorhees; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rattle-shell and burrow pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_arthropod_02	Orchard-Mire Centipede	Diplopokla lucens	oregon_intuition_coast_return	Oregon	Polk County	Independence	arthropod	centipede	Chilopoda	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	mirror crawler	shell bacteria	Lindsey Stirling	Tasslehoff Burrfoot	Michael Jackson		knife-clean transitions and kinetic string line; curiosity ignoring danger boundaries; precision broadcast and impossible rhythm	unstable_mixed_field	high	shell-rattle attrition	American centipede reimagined through Lindsey Stirling, Tasslehoff Burrfoot, and Michael Jackson; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rattle-shell and burrow pressure	high; a single mistake can cost blood, sight, mobility, or route integrity	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_flora_01	Mercy-willamette Bluebonnet	Typhaozark sinuata	oregon_intuition_coast_return	Oregon	Polk County	Independence	flora	cattail	Typha latifolia	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	grave-vine preacher	root fungal barter	Professor McGonagall	Yuno	Joey Tribbiani		identity-through-transformation discipline; cold precision under grace; social boldness and shameless appetite	wonder_from_wreckage	moderate	root-snare and pollen veil	American cattail reimagined through Professor McGonagall, Yuno, and Joey Tribbiani; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_flora_02	Mercy-willamette Cattail	Typhaumbr grypha	oregon_intuition_coast_return	Oregon	Polk County	Independence	flora	sagebrush	Artemisia tridentata	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	thorn mother	yeast bloom	Bad Santa	Apocalyptica	Natsu		profane tenderness under rot; percussive cello violence and grave beauty; explosive heat and protective combustion	unstable_mixed_field	moderate	root-snare and pollen veil	American sagebrush reimagined through Bad Santa, Apocalyptica, and Natsu; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	shelter and snare pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_fungus_01	Song Tail	Phallatlanti tenebris	oregon_intuition_coast_return	Oregon	Polk County	Independence	fungus	morel mushroom	Morchella spp.	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	lantern rot	spore cloud exchange	Roseanne	Elle Woods	Natsu		working-class endurance and hard humor; disarming brightness with hidden steel; explosive heat and protective combustion	wonder_from_wreckage	moderate	rot-softening of footing and weapons	American morel mushroom reimagined through Roseanne, Elle Woods, and Natsu; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It turns wreckage into temporary shelter, omen, or navigable pattern, but that gift can shift into danger if misread.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The danger comes from beauty turning decisive at the worst possible moment.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
wowas::polk_county_fungus_02	Orchard Oyster	Phallsuffol fracta	oregon_intuition_coast_return	Oregon	Polk County	Independence	fungus	turkey tail	Trametes versicolor	zone::independence_valley	river bottoms, orchards, oak savanna, wet pasture, old campus bones	under-root saint	mycorrhizal network	Hermione Granger	Natsu	Asta	Charmy	analytic patterning and prepared response; explosive heat and protective combustion; grit and refusal to yield; nourishment-driven volatility	unstable_mixed_field	moderate	rot-softening of footing and weapons	American turkey tail reimagined through Hermione Granger, Natsu, Asta, and Charmy; it keeps the native silhouette but mutates tissue, movement, or signaling so it reads as WoWaS-native monster species rather than imported fauna.	It helps and harms at once, drawing one survivor toward clarity while exposing another to worse danger.	rot, bloom, and hallucination pressure	moderate; survivable with coordination, but punishing to the careless	The encounter can help one member survive while putting another in worse danger.	Use in the coast-return path so wonder and threat stay fused around intuition and water.	Focus hardcore on Polk County, Oregon travel scenes; keep this species reusable as mob, omen, pursuit pressure, or set-piece threat.
