character_code	canonical_name	book_num	book_title	timeline_band_code	first_active_scene	last_active_scene	activity_mode	narrative_tier	quest_role	faction	role_summary	region_code	dimension_overlay	peril_state	transformation_state	book_function_notes	source_basis
wowas::daisy_may_great_dane	Daisy May	8	The Trap Tightens	B08	B08_002	B08_R0548	companion_presence	core	party_core	none	unconditional anchor	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	placement_by_book
wowas::dervish_cosmic_entity	Dervish	8	The Trap Tightens	B08			active	core	major_recurring	none	cosmic corrective force	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	character_registry
wowas::mack_willow_father	Mack	8	The Trap Tightens	B08			active	core	major_recurring	none	guardian / biological father / planetary anchor	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	character_registry
wowas::majiskii_great_dane	Majiskii	8	The Trap Tightens	B08			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	placement_by_book
wowas::neith_architect_mother	Neith	8	The Trap Tightens	B08			active	core	opposition	none	foundational architect villain / Rylos' mother	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	8	The Trap Tightens	B08	B08_M001	B08_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	8	The Trap Tightens	B08	B08_M003	B08_M060	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	8	The Trap Tightens	B08			active	core	major_recurring	none	biological mother / cosmic anchor	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	character_registry
wowas::wrenath_velthane_stillwater	Wrenath Vel'Thane Still-Water	8	The Trap Tightens	B08			active	major_recurring	major_recurring	Resonance	historian / diplomat / Santa Hat	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	placement_by_book
wowas::xethrolund_papi	Xethrolund	8	The Trap Tightens	B08			active	core	party_core	none	librarian / guide / love interest	diamond_world	none	active	stable	Wrenath: SANTA HAT EVENT. Drawn relocate anatomical feature to forehead. Jock (fails), bandana (rises autonomously), Santa hat (stays). He commits fully. Pun cascade. Feature relocated to nose. Permanent through Book 08. | Floating city above the pit: Wrenath diplomatic mission. Eyes-closed inhabitants. His Santa hat treated as crown. | Pip: resonance map shows dead spots. Evidence of what was done.	character_registry
wowas::cockatrice_king	King of the Cockatrice	9	The Diamond Breaks	B09			active	major_recurring	opposition	none	monster antagonist / corrupted wizard	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	9	The Diamond Breaks	B09			companion_presence	core	party_core	none	unconditional anchor	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::dervish_cosmic_entity	Dervish	9	The Diamond Breaks	B09			active	core	major_recurring	none	cosmic corrective force	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	character_registry
wowas::glint	Glint	9	The Diamond Breaks	B09			active	major_recurring	major_recurring	Veil-Walkers	witness at choice trap / minor actor	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::mack_willow_father	Mack	9	The Diamond Breaks	B09	B09_M001	B09_M058	active	core	major_recurring	none	guardian / biological father / planetary anchor	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::majiskii_great_dane	Majiskii	9	The Diamond Breaks	B09			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::neith_architect_mother	Neith	9	The Diamond Breaks	B09			active	core	opposition	none	foundational architect villain / Rylos' mother	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	9	The Diamond Breaks	B09	B09_005	B09_R0581	active	core	party_core	none	protagonist / sonomancer / world-maker	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	9	The Diamond Breaks	B09	B09_M002	B09_M059	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::solvaenkyr_faithfixer	Solvaenkyr	9	The Diamond Breaks	B09			active	major_recurring	major_recurring	none (Diamond-era classmate)	Faith-Fixer / wraith-state endpoint	diamond_world	none	extreme	wraith_threshold	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	9	The Diamond Breaks	B09			active	core	major_recurring	none	biological mother / cosmic anchor	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	character_registry
wowas::xethrolund_papi	Xethrolund	9	The Diamond Breaks	B09	B09_M003	B09_M060	active	core	party_core	none	librarian / guide / love interest	diamond_world	none	extreme	stable	Revelation of the Vane: dead spots are the map of what was done. | Boojay paralyzes Pip. Paralysis transmuted into usable force. | Glass Palace = battery. Every surge harvested.	placement_by_book
wowas::cockatrice_king	King of the Cockatrice	10	Mack Falls	B10	B10_003	B10_R0634	active	major_recurring	opposition	none	monster antagonist / corrupted wizard	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	10	Mack Falls	B10			companion_presence	core	party_core	none	unconditional anchor	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	character_registry
wowas::dervish_cosmic_entity	Dervish	10	Mack Falls	B10			active	core	major_recurring	none	cosmic corrective force	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	character_registry
wowas::mack_willow_father	Mack	10	Mack Falls	B10	B10_001	B10_R0651	active	core	major_recurring	none	guardian / biological father / planetary anchor	post_diamond_survivor_zones	none	extreme	grotesque_to_returning	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	placement_by_book
wowas::majiskii_great_dane	Majiskii	10	Mack Falls	B10			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	character_registry
wowas::neith_architect_mother	Neith	10	Mack Falls	B10			active	core	opposition	none	foundational architect villain / Rylos' mother	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	10	Mack Falls	B10	B10_M001	B10_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	10	Mack Falls	B10	B10_M002	B10_M059	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	placement_by_book
wowas::ursula_cosmic_mother	Ursula	10	Mack Falls	B10			active	core	major_recurring	none	biological mother / cosmic anchor	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	character_registry
wowas::xethrolund_papi	Xethrolund	10	Mack Falls	B10	B10_M003	B10_M060	active	core	party_core	none	librarian / guide / love interest	post_diamond_survivor_zones	none	extreme	stable	The Discard: Boojay's narcissistic disposal. | Mack: 40Hz → 42Hz. Opens portal. Leaves himself defenseless. | Cockatrice: attacks Mack immediately.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	11	The Portal Opens	B11			companion_presence	core	party_core	none	unconditional anchor	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	character_registry
wowas::dervish_cosmic_entity	Dervish	11	The Portal Opens	B11			active	core	major_recurring	none	cosmic corrective force	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	character_registry
wowas::mack_willow_father	Mack	11	The Portal Opens	B11	B11_S112	B11_R0517	active	core	major_recurring	none	guardian / biological father / planetary anchor	post_diamond_survivor_zones	none	active	grotesque_to_returning	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	placement_by_book
wowas::majiskii_great_dane	Majiskii	11	The Portal Opens	B11			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	character_registry
wowas::neith_architect_mother	Neith	11	The Portal Opens	B11			active	core	opposition	none	foundational architect villain / Rylos' mother	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	11	The Portal Opens	B11	B11_M001	B11_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	11	The Portal Opens	B11	B11_M002	B11_M060	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	placement_by_book
wowas::ursula_cosmic_mother	Ursula	11	The Portal Opens	B11			active	core	major_recurring	none	biological mother / cosmic anchor	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	character_registry
wowas::xethrolund_papi	Xethrolund	11	The Portal Opens	B11	B11_001	B11_R0522	active	core	party_core	none	librarian / guide / love interest	post_diamond_survivor_zones	none	active	stable	"Xethrolund: 7 feet, red hair, blue light. He assessed in one second. He acted. | He ran. He came. He arrived. This answers ""I cannot."" | Love bomb: Boojay in Pip's shattered mindscape."	placement_by_book
wowas::daisy_may_great_dane	Daisy May	12	Stasis	B12	B12_M004	B12_M059	companion_presence	core	party_core	none	unconditional anchor	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	placement_by_book
wowas::dervish_cosmic_entity	Dervish	12	Stasis	B12			active	core	major_recurring	none	cosmic corrective force	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	character_registry
wowas::mack_willow_father	Mack	12	Stasis	B12			active	core	major_recurring	none	guardian / biological father / planetary anchor	post_diamond_survivor_zones	none	active	grotesque_to_returning	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	placement_by_book
wowas::majiskii_great_dane	Majiskii	12	Stasis	B12			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	placement_by_book
wowas::neith_architect_mother	Neith	12	Stasis	B12			active	core	opposition	none	foundational architect villain / Rylos' mother	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	character_registry
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	12	Stasis	B12	B12_M001	B12_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	12	Stasis	B12	B12_M003	B12_M058	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	scene_index_inference
wowas::ursula_cosmic_mother	Ursula	12	Stasis	B12	B12_M001	B12_M057	active	core	major_recurring	none	biological mother / cosmic anchor	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	scene_index_inference
wowas::xethrolund_papi	Xethrolund	12	Stasis	B12	B12_M001	B12_M056	active	core	party_core	none	librarian / guide / love interest	post_diamond_survivor_zones	none	active	stable	Stasis cast: blue light = same frequency as diary = same frequency as Blood Cello. Recognition. | Daisy May: reaches Pip's hand just before stasis locks. Frozen holding it. She is always at the return point. | 400-year portal time begins. Experienced as short span — perfection of presence.	placement_by_book
wowas::calla_onrylder_willowjayce	Calla On'Rylder Willow-Jayce	13	The Afterwake	B13			introduced	major_recurring	major_recurring	Iron Accord	elder memory / pre-collapse governance	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::daisy_may_great_dane	Daisy May	13	The Afterwake	B13	B13_M004	B13_M059	companion_presence	core	party_core	none	unconditional anchor	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::dervish_cosmic_entity	Dervish	13	The Afterwake	B13			active	core	major_recurring	none	cosmic corrective force	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	character_registry
wowas::feritha	Feritha	13	The Afterwake	B13			introduced	major_recurring	major_recurring	Iron Accord cross-faction	adult medical intake specialist	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::mack_willow_father	Mack	13	The Afterwake	B13	B13_006	B13_R0366	active	core	major_recurring	none	guardian / biological father / planetary anchor	post_diamond_survivor_zones	none	active	grotesque_to_returning	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::majiskii_great_dane	Majiskii	13	The Afterwake	B13			companion_presence	core	party_core	none	anchor / receives 'Null is Everything' from Pip	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::neith_architect_mother	Neith	13	The Afterwake	B13			active	core	opposition	none	foundational architect villain / Rylos' mother	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	character_registry
wowas::oswyn	Oswyn	13	The Afterwake	B13			introduced	major_recurring	major_recurring	Unaffiliated	witness / Mack griever	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::pethran	Pethran	13	The Afterwake	B13			introduced	major_recurring	major_recurring	Iron Accord / cross-faction	post-collapse physical architect	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::pip_indalwin_willowjayce	Pip (Indalwin Willowjayce)	13	The Afterwake	B13	B13_M001	B13_M060	active	core	party_core	none	protagonist / sonomancer / world-maker	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::rylos_vayne_johnson	Rylos (Rylos Vayne Johnson)	13	The Afterwake	B13	B13_M003	B13_M058	active	core	opposition	none	primary antagonist / accountability arc / Xeth love interest	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	scene_index_inference
wowas::sorra_marsoLen_thorngrace	Sorra Marso'len Thorn-Grace	13	The Afterwake	B13			introduced	major_recurring	major_recurring	Meridian	healer-ethicist / protocol architect	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::ursula_cosmic_mother	Ursula	13	The Afterwake	B13	B13_M002	B13_M057	active	core	major_recurring	none	biological mother / cosmic anchor	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	scene_index_inference
wowas::wrenath_velthane_stillwater	Wrenath Vel'Thane Still-Water	13	The Afterwake	B13			active	major_recurring	major_recurring	Resonance	historian / diplomat / Santa Hat	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::xethrolund_papi	Xethrolund	13	The Afterwake	B13	B13_002	B13_R0362	active	core	party_core	none	librarian / guide / love interest	post_diamond_survivor_zones	none	active	stable	Pip emerges. 400 years of consequence visible. | Mack's grotesque form is not yet recognizable. Willow stands. Sap dried on bark — color of old music. | Rolzen's frontline role during the 400 years (revealed through survivor accounts — Rolzen himself not yet found).	placement_by_book
wowas::calla_onrylder_willowjayce	Calla On'Rylder Willow-Jayce	14	The Long Reorientation	B14			active	major_recurring	major_recurring	Iron Accord	elder memory / pre-collapse governance	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::corveth_ashkoral_darkcurrent	Corveth Ash'Koral Dark-Current	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Ash-Born	faction lieutenant / reckoning arc	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::daevyn_onrylder_ironsong	Daevyn On'Rylder Iron-Song	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Iron Accord	field medic youth cohort	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::daisy_may_great_dane	Daisy May	14	The Long Reorientation	B14	B14_M004	B14_M059	companion_presence	core	party_core	none	unconditional anchor	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::dervish_cosmic_entity	Dervish	14	The Long Reorientation	B14			active	core	major_recurring	none	cosmic corrective force	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	character_registry
wowas::elven_onrylder_stonehayne	Elven On'Rylder Stone-Hayne	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Iron Accord	agricultural specialist	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
wowas::ithren_velthane_ashcinder	Ithren Vel'Thane Ash-Cinder	14	The Long Reorientation	B14			introduced	major_recurring	major_recurring	Resonance	sonomancy history keeper	post_diamond_survivor_zones	none	active	stable	Thorn Ash'Koral returns: Corveth's reckoning. | Sorra's unnamed casualty returns: protocol development begins. | Rippers identified: Neith's spider-humanoid creatures.	placement_by_book
