character_id	name	tier	volume	book_anchor	role	house_pressure	region	source_anchor	candidate_draws	selection_score	story_background_law	visual_spec	visual_status
WC01564	Aeranorcoriaaelaen1564	background	V1	B13	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1
WC01565	Ashaavelfirafenelle1565	story	V1	B14	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1
WC01566	Aerdalenluthelle1566	recurring-background	V1	B15	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1
WC01567	Ashaavelmaeloraen1567	deep-background	V1	B16	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1
WC01568	Ashajoraanorel1568	support	V1	B17	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1
WC01569	Ashajorafiraen1569	background	V1	B18	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1
WC01570	Ashaavelcinderiven1570	story	V1	B19	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1
WC01571	Aeranorianivyavel1571	recurring-background	V1	B20	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1
WC01572	Aerdalencoriaaelaen1572	deep-background	V1	B21	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1
WC01573	Ashaavelmarrowarel1573	support	V1	B22	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1
WC01574	Aerindraamararia1574	background	V1	B23	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1
WC01575	Aeranoramarbellael1575	story	V1	B24	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1
WC01576	Aerfiraamararel1576	recurring-background	V1	B25	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1
WC01577	Aerfiracoriaivyaria1577	deep-background	V1	B26	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1
WC01578	Brenendarelionen1578	support	V1	B27	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1
WC01579	Aeranoramarcrownen1579	background	V1	B28	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1
WC01580	Ashanarafiramireaen1580	story	V1	B29	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1
WC01581	Aerfiraashaen1581	recurring-background	V1	B30	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1
WC01582	Ashaelionanordion1582	deep-background	V1	B31	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1
WC01583	Ashaelionfiraiel1583	support	V1	B32	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1
WC01584	Aerdalenamarbrinael1584	background	V1	B33	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1
WC01585	Ashajoraiel1585	story	V1	B01	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1
WC01586	Ashagalenanoriven1586	recurring-background	V1	B02	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1
WC01587	Ashaavelanorevarael1587	deep-background	V1	B03	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1
WC01588	Aeranorianhalorel1588	support	V1	B04	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1
WC01589	Aerfirafeniven1589	background	V1	B05	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1
WC01590	Aerdalenianaelaria1590	story	V1	B06	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1
WC01591	Aerfiraemberion1591	recurring-background	V1	B07	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1
WC01592	Aeranorevaraashdria1592	deep-background	V1	B08	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1
WC01593	Aeranorforgeaen1593	support	V1	B09	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1
WC01594	Ashajoraivyaen1594	background	V1	B10	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1
WC01595	Brenbriniven1595	story	V1	B11	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1
WC01596	Ashaelionfendion1596	recurring-background	V1	B12	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1
WC01597	Aerfiraluthkelanel1597	deep-background	V1	B13	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1
WC01598	Ashaaveldalenianiel1598	support	V1	B14	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1
WC01599	Ashajoramaelorael1599	background	V1	B15	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1
WC01600	Ashajoraaen1600	story	V1	B16	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1
WC01601	Aeranoriankelandion1601	recurring-background	V1	B17	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1
WC01602	Ashaavelmaelorel1602	deep-background	V1	B18	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1
WC01603	Aeranoremberarel1603	support	V1	B19	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1
WC01604	Ashaavelanoraen1604	background	V1	B20	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1
WC01605	Aerdalenianbrinion1605	story	V1	B21	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1
WC01606	Aeranorglassaria1606	recurring-background	V1	B22	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1
WC01607	Aermaelorianaeliven1607	deep-background	V1	B23	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1
WC01608	Aerindraianion1608	support	V1	B24	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1
WC01609	Aerfiraianhalorael1609	background	V1	B25	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1
WC01610	Aerfiraevaraivyarel1610	story	V1	B26	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1
WC01611	Aeranormarrowelle1611	recurring-background	V1	B27	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1
WC01612	Caelamariel1612	deep-background	V1	B28	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1
WC01613	Ashaavelquartzaen1613	support	V1	B29	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1
WC01614	Aerfiracoriaaeldion1614	background	V1	B30	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1
WC01615	Aerfiraluthkelanaen1615	story	V1	B31	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1
WC01616	Ashagalenmaelorel1616	recurring-background	V1	B32	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1
WC01617	Ashaavelcrownel1617	deep-background	V1	B33	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1
WC01618	Aerdalenlarkael1618	support	V1	B01	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1
WC01619	Ashagalenbrookiven1619	background	V1	B02	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1
WC01620	Aeranoremberelle1620	story	V1	B03	stone archivist	Pip-no-path	last open gate	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-last open gate	procedural_visual_spec_v1
WC01621	Aeranoramarashdion1621	recurring-background	V1	B04	orchard guard	Mack-ground	diamond breakland	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-diamond breakland	procedural_visual_spec_v1
WC01622	Aerdalenevaraaelael1622	deep-background	V1	B05	sonomancy listener	Dervish-glass	black-heart ridge	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-black-heart ridge	procedural_visual_spec_v1
WC01623	Aerfiraquartzelle1623	support	V1	B06	tunnel witness	Vayne	ash river	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-ash river	procedural_visual_spec_v1
WC01624	Ashanarafiradria1624	background	V1	B07	threshold mason	Null-Heart	morrow market	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-morrow market	procedural_visual_spec_v1
WC01625	Aermaelorcoriaiel1625	story	V1	B08	bookbinder	Iron-Song	root vale	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-root vale	procedural_visual_spec_v1
WC01626	Aerindraemberiel1626	recurring-background	V1	B09	bridge keeper	Wren-Ash	ripper tunnel	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-ripper tunnel	procedural_visual_spec_v1
WC01627	Brenbrinavelaria1627	deep-background	V1	B10	market singer	Thorn-Vayne	cello field	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-cello field	procedural_visual_spec_v1
WC01628	Aeranorcoriaashdion1628	support	V1	B11	glass forge worker	Marso-len	blue-light road	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-blue-light road	procedural_visual_spec_v1
WC01629	Aermaelorianaelavel1629	background	V1	B12	ripper survivor	Rolzen-line	xeth glyph yard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-xeth glyph yard	procedural_visual_spec_v1
WC01630	Aeranorluthemberaen1630	story	V1	B13	map seller	Kyreal-pack	stone fen	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-stone fen	procedural_visual_spec_v1
WC01631	Ashagaleniel1631	recurring-background	V1	B14	cellar cook	Xethrolund-glyph	pocket sanctuary	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-pocket sanctuary	procedural_visual_spec_v1
WC01632	Aeranorianbrinavel1632	deep-background	V1	B15	triage helper	Pip-no-path	glass orchard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-glass orchard	procedural_visual_spec_v1
WC01633	Aerindramireael1633	support	V1	B16	faction runner	Mack-ground	neith edge	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-neith edge	procedural_visual_spec_v1
WC01634	Ashaavelmaeloriven1634	background	V1	B17	wolf-road scout	Dervish-glass	willow-stone county	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-willow-stone county	procedural_visual_spec_v1
WC01635	Aerdalenianaelivyen1635	story	V1	B18	glyph apprentice	Vayne	last open gate	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-last open gate	procedural_visual_spec_v1
WC01636	Aerfiralarken1636	recurring-background	V1	B19	corridor child	Null-Heart	diamond breakland	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-diamond breakland	procedural_visual_spec_v1
WC01637	Aeranorluthforgeael1637	deep-background	V1	B20	field healer	Iron-Song	black-heart ridge	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-black-heart ridge	procedural_visual_spec_v1
WC01638	Ashaavelmaelordion1638	support	V1	B21	cavern farmer	Wren-Ash	ash river	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-ash river	procedural_visual_spec_v1
WC01639	Aerindramarrowiel1639	background	V1	B22	garden watcher	Thorn-Vayne	morrow market	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-morrow market	procedural_visual_spec_v1
WC01640	Aeranorcoriamossael1640	story	V1	B23	stone archivist	Marso-len	root vale	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-root vale	procedural_visual_spec_v1
WC01641	Aerfiraamaraelion1641	recurring-background	V1	B24	orchard guard	Rolzen-line	ripper tunnel	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-ripper tunnel	procedural_visual_spec_v1
WC01642	Aerdalenbellavel1642	deep-background	V1	B25	sonomancy listener	Kyreal-pack	cello field	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-cello field	procedural_visual_spec_v1
WC01643	Aerindraamarbrinel1643	support	V1	B26	tunnel witness	Xethrolund-glyph	blue-light road	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-blue-light road	procedural_visual_spec_v1
WC01644	Aermaelorgroveaen1644	background	V1	B27	threshold mason	Pip-no-path	xeth glyph yard	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-xeth glyph yard	procedural_visual_spec_v1
WC01645	Aeranorlutharia1645	story	V1	B28	bookbinder	Mack-ground	stone fen	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-stone fen	procedural_visual_spec_v1
WC01646	Aerindraianivyaen1646	recurring-background	V1	B29	bridge keeper	Dervish-glass	pocket sanctuary	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-pocket sanctuary	procedural_visual_spec_v1
WC01647	Ashaelionanordria1647	deep-background	V1	B30	market singer	Vayne	glass orchard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-glass orchard	procedural_visual_spec_v1
WC01648	Aeranorluthendarael1648	support	V1	B31	glass forge worker	Null-Heart	neith edge	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-neith edge	procedural_visual_spec_v1
WC01649	Ashaavelquartzaria1649	background	V1	B32	ripper survivor	Iron-Song	willow-stone county	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-willow-stone county	procedural_visual_spec_v1
WC01650	Aerfiraluthlarkael1650	story	V1	B33	map seller	Wren-Ash	last open gate	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-last open gate	procedural_visual_spec_v1
WC01651	Aerfirabrookion1651	recurring-background	V1	B01	cellar cook	Thorn-Vayne	diamond breakland	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-diamond breakland	procedural_visual_spec_v1
WC01652	Aerfiramireiel1652	deep-background	V1	B02	triage helper	Marso-len	black-heart ridge	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-black-heart ridge	procedural_visual_spec_v1
WC01653	Aermaeloramaraen1653	support	V1	B03	faction runner	Rolzen-line	ash river	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-ash river	procedural_visual_spec_v1
WC01654	Aerfiraamaraeliven1654	background	V1	B04	wolf-road scout	Kyreal-pack	morrow market	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-morrow market	procedural_visual_spec_v1
WC01655	Aerdalenianforgeen1655	story	V1	B05	glyph apprentice	Xethrolund-glyph	root vale	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-root vale	procedural_visual_spec_v1
WC01656	Aerfiraamarendarion1656	recurring-background	V1	B06	corridor child	Pip-no-path	ripper tunnel	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-ripper tunnel	procedural_visual_spec_v1
WC01657	Aeranorianforgeion1657	deep-background	V1	B07	field healer	Mack-ground	cello field	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-cello field	procedural_visual_spec_v1
WC01658	Brenendarjorael1658	support	V1	B08	cavern farmer	Dervish-glass	blue-light road	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-blue-light road	procedural_visual_spec_v1
WC01659	Aermaelorbrookiven1659	background	V1	B09	garden watcher	Vayne	xeth glyph yard	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-xeth glyph yard	procedural_visual_spec_v1
WC01660	Aerdalenglassarel1660	story	V1	B10	stone archivist	Null-Heart	stone fen	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-stone archivist-stone fen	procedural_visual_spec_v1
WC01661	Aerindraamararel1661	recurring-background	V1	B11	orchard guard	Iron-Song	pocket sanctuary	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-orchard guard-pocket sanctuary	procedural_visual_spec_v1
WC01662	Ashaelionanorael1662	deep-background	V1	B12	sonomancy listener	Wren-Ash	glass orchard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-sonomancy listener-glass orchard	procedural_visual_spec_v1
WC01663	Ashaavelfiraaria1663	support	V1	B13	tunnel witness	Thorn-Vayne	neith edge	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-tunnel witness-neith edge	procedural_visual_spec_v1
WC01664	Aeranorfenelle1664	background	V1	B14	threshold mason	Marso-len	willow-stone county	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-threshold mason-willow-stone county	procedural_visual_spec_v1
WC01665	Ashagalenindradion1665	story	V1	B15	bookbinder	Rolzen-line	last open gate	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-bookbinder-last open gate	procedural_visual_spec_v1
WC01666	Ashaelionfiraen1666	recurring-background	V1	B16	bridge keeper	Kyreal-pack	diamond breakland	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-bridge keeper-diamond breakland	procedural_visual_spec_v1
WC01667	Brenbrinnaraaria1667	deep-background	V1	B17	market singer	Xethrolund-glyph	black-heart ridge	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-market singer-black-heart ridge	procedural_visual_spec_v1
WC01668	Aeranoremberael1668	support	V1	B18	glass forge worker	Pip-no-path	ash river	Soth source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-glass forge worker-ash river	procedural_visual_spec_v1
WC01669	Ashanarabrookelle1669	background	V1	B19	ripper survivor	Mack-ground	morrow market	Vellin source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-ripper survivor-morrow market	procedural_visual_spec_v1
WC01670	Aerfiraluthendaren1670	story	V1	B20	map seller	Dervish-glass	root vale	Corrath source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-map seller-root vale	procedural_visual_spec_v1
WC01671	Aerindraquartziel1671	recurring-background	V1	B21	cellar cook	Vayne	ripper tunnel	Dervish source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-cellar cook-ripper tunnel	procedural_visual_spec_v1
WC01672	Aermaelorcrowndion1672	deep-background	V1	B22	triage helper	Null-Heart	cello field	Pip source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-triage helper-cello field	procedural_visual_spec_v1
WC01673	Aeranorevaraivyen1673	support	V1	B23	faction runner	Iron-Song	blue-light road	Rolzen source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-faction runner-blue-light road	procedural_visual_spec_v1
WC01674	Aerfiraianhaloriel1674	background	V1	B24	wolf-road scout	Wren-Ash	xeth glyph yard	Xethrolund source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-wolf-road scout-xeth glyph yard	procedural_visual_spec_v1
WC01675	Ashagalendaleniven1675	story	V1	B25	glyph apprentice	Thorn-Vayne	stone fen	Rylos source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-story-glyph apprentice-stone fen	procedural_visual_spec_v1
WC01676	Ashanaragroveion1676	recurring-background	V1	B26	corridor child	Marso-len	pocket sanctuary	Kyreal source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-recurring-background-corridor child-pocket sanctuary	procedural_visual_spec_v1
WC01677	Ashaelionlarkel1677	deep-background	V1	B27	field healer	Rolzen-line	glass orchard	Thessa source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-deep-background-field healer-glass orchard	procedural_visual_spec_v1
WC01678	Ashajoraelle1678	support	V1	B28	cavern farmer	Kyreal-pack	neith edge	Kael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-support-cavern farmer-neith edge	procedural_visual_spec_v1
WC01679	Aermaelorluthion1679	background	V1	B29	garden watcher	Xethrolund-glyph	willow-stone county	Pael source orbit	90	77	averaged_background_story_orbit_aesthetic_origin_distance	procedural-character-background-garden watcher-willow-stone county	procedural_visual_spec_v1
