merge_serial	book_num	dropped_scene_id	event_beat_id	beat_kind	character_links	relationship_links	anchor_scene_id	merge_reason	source_trace
CMP-BEAT-fc189f9024d3	5	B05_R0437	EB-01276	world_cost	wowas::pip_indalwin_willowjayce	0	B05_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01276
CMP-BEAT-f44af21c2e6f	5	B05_R0438	EB-01277	quest_revision		0	B05_006B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01277
CMP-BEAT-f50c639a69bf	5	B05_R0439	EB-01278	certainty_trade		0	B05_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01278
CMP-BEAT-f71dc6f3a6fe	5	B05_R0440	EB-01279	creature_signal		0	B05_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01279
CMP-BEAT-c94c8654b27f	5	B05_R0441	EB-01280	consequence_record		0	B05_S011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01280
CMP-BEAT-2ff63bdb4059	5	B05_R0442	EB-01281	choice_pressure		0	B05_S024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01281
CMP-BEAT-8dc85927801e	5	B05_R0443	EB-01282	relationship_obligation		0	B05_S036	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01282
CMP-BEAT-0ddefbce7f7d	5	B05_R0444	EB-01283	ecology_response		0	B05_S072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01283
CMP-BEAT-1f471b0e9302	5	B05_R0445	EB-01284	world_cost		0	B05_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01284
CMP-BEAT-c68a1eea4f5b	5	B05_R0446	EB-01285	quest_revision		0	B05_S096	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01285
CMP-BEAT-11ea60e2a263	5	B05_R0447	EB-01286	certainty_trade		0	B05_S098	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01286
CMP-BEAT-900241ace1fe	5	B05_R0448	EB-01287	creature_signal		0	B05_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01287
CMP-BEAT-403ccb50075a	5	B05_R0449	EB-01288	consequence_record		0	B05_S109	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01288
CMP-BEAT-5f4f30d58433	5	B05_R0450	EB-01289	choice_pressure		0	B05_S116	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01289
CMP-BEAT-e7027176635a	5	B05_R0451	EB-01290	relationship_obligation		0	B05_003A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01290
CMP-BEAT-46996ed66a64	5	B05_R0452	EB-01291	ecology_response		0	B05_003B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01291
CMP-BEAT-7be3954c0fad	5	B05_R0453	EB-01292	world_cost		0	B05_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01292
CMP-BEAT-7c74ec946981	5	B05_R0454	EB-01293	quest_revision		0	B05_001A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01293
CMP-BEAT-d83780dc67c7	5	B05_R0455	EB-01294	certainty_trade		0	B05_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01294
CMP-BEAT-7733b40d3ce5	5	B05_R0456	EB-01295	creature_signal		0	B05_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01295
CMP-BEAT-e82cb36a879b	5	B05_R0457	EB-01296	consequence_record		0	B05_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01296
CMP-BEAT-d0b8735995b9	5	B05_R0458	EB-01297	choice_pressure		0	B05_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01297
CMP-BEAT-59ba0d1623a7	5	B05_R0459	EB-01298	relationship_obligation		0	B05_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01298
CMP-BEAT-86f31b4ad574	5	B05_R0460	EB-01299	ecology_response		0	B05_006D	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01299
CMP-BEAT-9dd563c2a064	5	B05_R0461	EB-01300	world_cost		0	B05_006C	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01300
CMP-BEAT-6cec48118ef7	5	B05_R0462	EB-01301	quest_revision		0	B05_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01301
CMP-BEAT-31c1e8902834	5	B05_R0463	EB-01302	certainty_trade	wowas::pip_indalwin_willowjayce	0	B05_006B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01302
CMP-BEAT-789d72b7c6fd	5	B05_R0464	EB-01303	creature_signal		0	B05_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01303
CMP-BEAT-eeaba8bca85f	5	B05_R0465	EB-01304	consequence_record		0	B05_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01304
CMP-BEAT-3b221b017ee0	5	B05_R0466	EB-01305	choice_pressure		0	B05_S011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01305
CMP-BEAT-18302a6a6423	5	B05_R0467	EB-01306	relationship_obligation		0	B05_S024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01306
CMP-BEAT-83d9e6f8c0fc	5	B05_R0468	EB-01307	ecology_response		0	B05_S036	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01307
CMP-BEAT-8309eefe88fc	5	B05_R0469	EB-01308	world_cost		0	B05_S072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01308
CMP-BEAT-f8fc4985cadd	5	B05_R0470	EB-01309	quest_revision		0	B05_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01309
CMP-BEAT-a481ef756afe	5	B05_R0471	EB-01310	certainty_trade		0	B05_S096	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01310
CMP-BEAT-760ca0c13f5e	5	B05_R0472	EB-01311	creature_signal		0	B05_S098	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01311
CMP-BEAT-cd6c82ce215e	5	B05_R0473	EB-01312	consequence_record		0	B05_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01312
CMP-BEAT-80749ec94784	5	B05_R0474	EB-01313	choice_pressure		0	B05_S109	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01313
CMP-BEAT-4f2928cc1205	5	B05_R0475	EB-01314	relationship_obligation		0	B05_S116	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01314
CMP-BEAT-579a3c7572ca	5	B05_R0476	EB-01315	ecology_response		0	B05_003A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01315
CMP-BEAT-a4bb144842f8	5	B05_R0477	EB-01316	world_cost		0	B05_003B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01316
CMP-BEAT-e015aed8b205	5	B05_R0478	EB-01317	quest_revision		0	B05_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01317
CMP-BEAT-5f77fed55350	5	B05_R0479	EB-01318	certainty_trade		0	B05_001A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01318
CMP-BEAT-f0e3d9d448c2	5	B05_R0480	EB-01319	creature_signal		0	B05_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01319
CMP-BEAT-aa799294f19f	5	B05_R0481	EB-01320	consequence_record		0	B05_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01320
CMP-BEAT-b86583b09c39	5	B05_R0482	EB-01321	choice_pressure		0	B05_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01321
CMP-BEAT-c9f17e498a01	5	B05_R0483	EB-01322	relationship_obligation		0	B05_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01322
CMP-BEAT-4476efd2f0ef	5	B05_R0484	EB-01323	ecology_response		0	B05_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01323
CMP-BEAT-1a9e61d7e31d	5	B05_R0485	EB-01324	world_cost		0	B05_006D	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01324
CMP-BEAT-8d860f25345a	5	B05_R0486	EB-01325	quest_revision		0	B05_006C	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01325
CMP-BEAT-b864516dd53a	5	B05_R0487	EB-01326	certainty_trade		0	B05_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01326
CMP-BEAT-3612233e3ac9	5	B05_R0488	EB-01327	creature_signal		0	B05_006B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01327
CMP-BEAT-94a1c0709e1f	5	B05_R0489	EB-01328	consequence_record	wowas::pip_indalwin_willowjayce	0	B05_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01328
CMP-BEAT-1bf24d42887b	5	B05_R0490	EB-01329	choice_pressure		0	B05_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01329
CMP-BEAT-e44e52e98359	5	B05_R0491	EB-01330	relationship_obligation		0	B05_S011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01330
CMP-BEAT-54a7ee8875cc	5	B05_R0492	EB-01331	ecology_response		0	B05_S024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01331
CMP-BEAT-f84ef91efbf0	5	B05_R0493	EB-01332	world_cost		0	B05_S036	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01332
CMP-BEAT-6319316b9441	5	B05_R0494	EB-01333	quest_revision		0	B05_S072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01333
CMP-BEAT-53480dceaa28	5	B05_R0495	EB-01334	certainty_trade		0	B05_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01334
CMP-BEAT-3f40daa10494	5	B05_R0496	EB-01335	creature_signal		0	B05_S096	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01335
CMP-BEAT-57c5404c3408	5	B05_R0497	EB-01336	consequence_record		0	B05_S098	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01336
CMP-BEAT-fb0ac53e337a	5	B05_R0498	EB-01337	choice_pressure		0	B05_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01337
CMP-BEAT-804dedb35f73	5	B05_R0499	EB-01338	relationship_obligation		0	B05_S109	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01338
CMP-BEAT-404bb5b1afae	5	B05_R0500	EB-01339	ecology_response		0	B05_S116	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01339
CMP-BEAT-fb0a236a38b9	5	B05_R0501	EB-01340	world_cost		0	B05_003A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01340
CMP-BEAT-3350be5d4025	5	B05_R0502	EB-01341	quest_revision		0	B05_003B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01341
CMP-BEAT-6820de220e11	5	B05_R0503	EB-01342	certainty_trade		0	B05_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01342
CMP-BEAT-fb286ce7e7a0	5	B05_R0504	EB-01343	creature_signal		0	B05_001A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01343
CMP-BEAT-82c843835504	5	B05_R0505	EB-01344	consequence_record		0	B05_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01344
CMP-BEAT-de0b2b36bd24	5	B05_R0506	EB-01345	choice_pressure		0	B05_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01345
CMP-BEAT-b57c3199f8bf	5	B05_R0507	EB-01346	relationship_obligation		0	B05_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01346
CMP-BEAT-7b33961dd570	5	B05_R0508	EB-01347	ecology_response		0	B05_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01347
CMP-BEAT-307cacf58718	5	B05_R0509	EB-01348	world_cost		0	B05_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01348
CMP-BEAT-9fb54b3f2382	5	B05_R0510	EB-01349	quest_revision		0	B05_006D	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01349
CMP-BEAT-0a6ee8aa3f26	5	B05_R0511	EB-01350	certainty_trade		0	B05_006C	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01350
CMP-BEAT-77e89aaa5ec2	5	B05_R0512	EB-01351	creature_signal		0	B05_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01351
CMP-BEAT-f9802edbbfbe	5	B05_R0513	EB-01352	consequence_record		0	B05_006B	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01352
CMP-BEAT-7e9fdd1a443b	5	B05_R0514	EB-01353	choice_pressure		0	B05_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01353
CMP-BEAT-fd7315459323	5	B05_R0515	EB-01354	relationship_obligation	wowas::pip_indalwin_willowjayce	0	B05_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01354
CMP-BEAT-ccdeedfca855	5	B05_R0516	EB-01355	ecology_response		0	B05_S011	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01355
CMP-BEAT-eedeba0d26c3	5	B05_R0517	EB-01356	world_cost		0	B05_S024	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01356
CMP-BEAT-dc4af3a5a95b	5	B05_R0518	EB-01357	quest_revision		0	B05_S036	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01357
CMP-BEAT-837109d0f627	5	B05_R0519	EB-01358	certainty_trade		0	B05_S072	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01358
CMP-BEAT-0e637054f4f7	5	B05_R0520	EB-01359	creature_signal		0	B05_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01359
CMP-BEAT-0d2b6e6ca8c2	5	B05_OP0001	EB-OP-14458	ecology_response	spine::characters	0	B05_S096	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-65585e4c8e68	5	B05_OP0002	EB-OP-14491	world_cost	spine::characters	0	B05_S098	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-954d089b6f6c	5	B05_OP0003	EB-OP-14524	quest_revision	spine::characters	0	B05_S108	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-c78c5978238c	5	B05_OP0004	EB-OP-14557	certainty_trade	spine::characters	0	B05_S109	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-834a130375bb	5	B05_OP0005	EB-OP-14590	creature_signal	spine::characters	0	B05_S116	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-2caad18328ed	5	B05_OP0006	EB-OP-14623	consequence_record	spine::characters	0	B05_003A	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-f768381b8846	5	B05_OP0007	EB-OP-14656	choice_pressure	spine::characters	0	B05_003B	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-17e5b98e4181	5	B05_OP0008	EB-OP-14689	relationship_obligation	spine::characters	0	B05_R0001	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-bfbb323353c8	5	B05_OP0009	EB-OP-14722	ecology_response	spine::characters	0	B05_001A	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-8c1a776e352d	5	B05_OP0010	EB-OP-14755	world_cost	spine::characters	0	B05_001	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-6197b95d6660	5	B05_OP0011	EB-OP-14788	quest_revision	spine::characters	0	B05_002	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-d327549c35bf	5	B05_OP0012	EB-OP-14821	certainty_trade	spine::characters	0	B05_003	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-634fa03fd274	5	B05_OP0013	EB-OP-14854	creature_signal	spine::characters	0	B05_004	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-cc358ab8c7c8	5	B05_OP0014	EB-OP-14887	consequence_record	spine::characters	0	B05_005	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-4e9b80dc4fbe	5	B05_OP0015	EB-OP-14920	choice_pressure	spine::characters	0	B05_006D	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-5e290330d294	5	B05_OP0016	EB-OP-14953	relationship_obligation	spine::characters	0	B05_006C	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-e93ffe7f48ce	5	B05_OP0017	EB-OP-14986	ecology_response	spine::characters	0	B05_006	generated beat merged into existing scene anchor; no scene target inflation	book_spine_33.tsv
CMP-BEAT-b57c55769dd3	6	B06_R0002	EB-01368	consequence_record		0	B06_004A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01368
CMP-BEAT-2d0cac456237	6	B06_R0003	EB-01369	choice_pressure	wowas::solvaenkyr_faithfixer	0	B06_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01369
CMP-BEAT-0c99c44218e5	6	B06_R0004	EB-01370	relationship_obligation		0	B06_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01370
CMP-BEAT-6775ff0076a9	6	B06_R0005	EB-01371	ecology_response		0	B06_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01371
CMP-BEAT-b00c3be2e99a	6	B06_R0006	EB-01372	world_cost		0	B06_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01372
CMP-BEAT-6d0d3c758be0	6	B06_R0007	EB-01373	quest_revision		0	B06_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01373
CMP-BEAT-fdf1dac90e03	6	B06_R0008	EB-01374	certainty_trade		0	B06_S012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01374
CMP-BEAT-9ddaa02c4a7b	6	B06_R0009	EB-01375	creature_signal		0	B06_S048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01375
CMP-BEAT-808d09c28a15	6	B06_R0010	EB-01376	consequence_record		0	B06_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01376
CMP-BEAT-b6b28a456bd1	6	B06_R0011	EB-01377	choice_pressure		0	B06_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01377
CMP-BEAT-6f0d8945e638	6	B06_R0012	EB-01378	relationship_obligation		0	B06_S114	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01378
CMP-BEAT-2e0e9b797a15	6	B06_R0013	EB-01379	ecology_response		0	B06_S120	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01379
CMP-BEAT-1b08a20a0275	6	B06_R0014	EB-01380	world_cost		0	B06_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01380
CMP-BEAT-1ab695279a3a	6	B06_R0015	EB-01381	quest_revision		0	B06_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01381
CMP-BEAT-d21f852145fc	6	B06_R0016	EB-01382	certainty_trade		0	B06_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01382
CMP-BEAT-994e0228bf6c	6	B06_R0017	EB-01383	creature_signal		0	B06_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01383
CMP-BEAT-f4492f7dddb4	6	B06_R0018	EB-01384	consequence_record	wowas::solvaenkyr_faithfixer	0	B06_004A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01384
CMP-BEAT-6756718858b1	6	B06_R0019	EB-01385	choice_pressure		0	B06_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01385
CMP-BEAT-a96e806d097c	6	B06_R0020	EB-01386	relationship_obligation		0	B06_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01386
CMP-BEAT-0e7f1ac6594f	6	B06_R0021	EB-01387	ecology_response		0	B06_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01387
CMP-BEAT-8cf1a2e844bb	6	B06_R0022	EB-01388	world_cost		0	B06_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01388
CMP-BEAT-a690592bb61d	6	B06_R0023	EB-01389	quest_revision		0	B06_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01389
CMP-BEAT-964f9bf0e303	6	B06_R0024	EB-01390	certainty_trade		0	B06_S012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01390
CMP-BEAT-33ade7cfdf33	6	B06_R0025	EB-01391	creature_signal		0	B06_S048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01391
CMP-BEAT-0648088a929e	6	B06_R0026	EB-01392	consequence_record		0	B06_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01392
CMP-BEAT-21b7dfee3bda	6	B06_R0027	EB-01393	choice_pressure		0	B06_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01393
CMP-BEAT-7a31b172d13c	6	B06_R0028	EB-01394	relationship_obligation		0	B06_S114	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01394
CMP-BEAT-a4a7aeb40a4f	6	B06_R0029	EB-01395	ecology_response		0	B06_S120	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01395
CMP-BEAT-7d51e770784f	6	B06_R0030	EB-01396	world_cost		0	B06_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01396
CMP-BEAT-06f77454b7f5	6	B06_R0031	EB-01397	quest_revision		0	B06_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01397
CMP-BEAT-131647d8f90d	6	B06_R0032	EB-01398	certainty_trade		0	B06_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01398
CMP-BEAT-1565a5ff3d8b	6	B06_R0033	EB-01399	creature_signal	wowas::solvaenkyr_faithfixer	0	B06_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01399
CMP-BEAT-f94da7372387	6	B06_R0034	EB-01400	consequence_record		0	B06_004A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01400
CMP-BEAT-e5e2ba77ee2f	6	B06_R0035	EB-01401	choice_pressure		0	B06_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01401
CMP-BEAT-b6c69b9aa330	6	B06_R0036	EB-01402	relationship_obligation		0	B06_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01402
CMP-BEAT-505a464edaec	6	B06_R0037	EB-01403	ecology_response		0	B06_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01403
CMP-BEAT-2b24b62a7194	6	B06_R0038	EB-01404	world_cost		0	B06_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01404
CMP-BEAT-2b3809a905c9	6	B06_R0039	EB-01405	quest_revision		0	B06_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01405
CMP-BEAT-5f3214bc7d68	6	B06_R0040	EB-01406	certainty_trade		0	B06_S012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01406
CMP-BEAT-c2a855baf086	6	B06_R0041	EB-01407	creature_signal		0	B06_S048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01407
CMP-BEAT-6e82b7c2d603	6	B06_R0042	EB-01408	consequence_record		0	B06_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01408
CMP-BEAT-98eda0c98010	6	B06_R0043	EB-01409	choice_pressure		0	B06_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01409
CMP-BEAT-d805b12f29e4	6	B06_R0044	EB-01410	relationship_obligation		0	B06_S114	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01410
CMP-BEAT-bd139f354442	6	B06_R0045	EB-01411	ecology_response		0	B06_S120	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01411
CMP-BEAT-2b4d13e3b509	6	B06_R0046	EB-01412	world_cost		0	B06_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01412
CMP-BEAT-0d61e122c838	6	B06_R0047	EB-01413	quest_revision		0	B06_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01413
CMP-BEAT-13137bde4c0c	6	B06_R0048	EB-01414	certainty_trade	wowas::solvaenkyr_faithfixer	0	B06_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01414
CMP-BEAT-e84074143948	6	B06_R0049	EB-01415	creature_signal		0	B06_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01415
CMP-BEAT-7cbbf87a38f9	6	B06_R0050	EB-01416	consequence_record		0	B06_004A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01416
CMP-BEAT-c691d5f88712	6	B06_R0051	EB-01417	choice_pressure		0	B06_004	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01417
CMP-BEAT-a29a17345f70	6	B06_R0052	EB-01418	relationship_obligation		0	B06_005	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01418
CMP-BEAT-962b654b641d	6	B06_R0053	EB-01419	ecology_response		0	B06_006	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01419
CMP-BEAT-3570341adec5	6	B06_R0054	EB-01420	world_cost		0	B06_006A	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01420
CMP-BEAT-cbf035b5d97e	6	B06_R0055	EB-01421	quest_revision		0	B06_S001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01421
CMP-BEAT-f7fcc591b841	6	B06_R0056	EB-01422	certainty_trade		0	B06_S012	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01422
CMP-BEAT-741c3da075b5	6	B06_R0057	EB-01423	creature_signal		0	B06_S048	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01423
CMP-BEAT-0f3f415dbaab	6	B06_R0058	EB-01424	consequence_record		0	B06_S084	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01424
CMP-BEAT-496eecda42c7	6	B06_R0059	EB-01425	choice_pressure		0	B06_S108	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01425
CMP-BEAT-8324f3d6b1e0	6	B06_R0060	EB-01426	relationship_obligation		0	B06_S114	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01426
CMP-BEAT-6a8f6802a13e	6	B06_R0061	EB-01427	ecology_response		0	B06_S120	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01427
CMP-BEAT-5755e7bb72b4	6	B06_R0062	EB-01428	world_cost		0	B06_R0001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01428
CMP-BEAT-33086a18b7a1	6	B06_R0063	EB-01429	quest_revision	wowas::solvaenkyr_faithfixer	0	B06_001	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01429
CMP-BEAT-253d6b809152	6	B06_R0064	EB-01430	certainty_trade		0	B06_002	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01430
CMP-BEAT-6f8df17e8c92	6	B06_R0065	EB-01431	creature_signal		0	B06_003	generated beat merged into existing scene anchor; no scene target inflation	|event_beat:EB-01431
