kind	name	source_path	capture_path	nsq_body	sha256	status
cpan_source	Devel::StackTrace::AsHTML	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Devel/StackTrace/AsHTML.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Devel__StackTrace__AsHTML.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Devel__StackTrace__AsHTML.translated.nsq	dac52c359333476e452f1b3c92af76eb4cfd22dda11c485801818346b4c76cba	captured_translated_to_nsq_stamp_body
cpan_source	Digest::BubbleBabble	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Digest/BubbleBabble.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Digest__BubbleBabble.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Digest__BubbleBabble.translated.nsq	f237a7e3b344cadf62c76f1849f8d7596e19e94c19444187939a215217420516	captured_translated_to_nsq_stamp_body
cpan_source	Digest::HMAC	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Digest/HMAC.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Digest__HMAC.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Digest__HMAC.translated.nsq	bce9ee90fb1548325275b609bfd69ba6c3bea827eaba08a1148e92da2ec2dbf5	captured_translated_to_nsq_stamp_body
cpan_source	Digest::SHA1	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/Digest/SHA1.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Digest__SHA1.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Digest__SHA1.translated.nsq	9eb3f751708d91aa50a98b8e39b82897b85fbe66cda2f7a02dfff041b6abbf7d	captured_translated_to_nsq_stamp_body
cpan_source	Dist::CheckConflicts	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Dist/CheckConflicts.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Dist__CheckConflicts.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Dist__CheckConflicts.translated.nsq	912c02b40a5945deb52cfe0ef7702707d21b7331281a4699e9b3d21d82b4852e	captured_translated_to_nsq_stamp_body
cpan_source	Dist::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Dist/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Dist__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Dist__Util.translated.nsq	1b60533cb686985171d1177d1db563aa860edca8f7df32e66368a4446714fd0b	captured_translated_to_nsq_stamp_body
cpan_source	Email::Valid	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Email/Valid.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Email__Valid.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Email__Valid.translated.nsq	8709f53742ea13bd181e735e1307af27372a41145ffd4011a71e86470a9a4a5e	captured_translated_to_nsq_stamp_body
cpan_source	Email::Valid::Loose	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Email/Valid/Loose.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Email__Valid__Loose.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Email__Valid__Loose.translated.nsq	9d99e22cac9a0b330fe008e20d21b7e9cef673259d17cc03e443f3b2da0a00de	captured_translated_to_nsq_stamp_body
cpan_source	Encode::Locale	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Encode/Locale.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Encode__Locale.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Encode__Locale.translated.nsq	1b5ded6313c0d57aeb8159171c34ca4c16607d260f590cf815471f5f69184fe3	captured_translated_to_nsq_stamp_body
cpan_source	Eval::Closure	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Eval/Closure.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Eval__Closure.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Eval__Closure.translated.nsq	97467b134801412fd6011cf85640d7bac45a19b5c651382194e4bdcb9a62bd46	captured_translated_to_nsq_stamp_body
cpan_source	Excel::Writer::XLSX	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Excel/Writer/XLSX.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Excel__Writer__XLSX.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Excel__Writer__XLSX.translated.nsq	60eb8d838d595a381bc3bcdb6062b8d0379a4474c45a4154fd132db2ba3e1474	captured_translated_to_nsq_stamp_body
cpan_source	Exception::Class	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Exception/Class.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Exception__Class.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Exception__Class.translated.nsq	90b160f97abb4774f8d6ee58882b6856a08276071bb0751f72fa372844d7ef28	captured_translated_to_nsq_stamp_body
cpan_source	Exporter::AutoClean	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Exporter/AutoClean.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Exporter__AutoClean.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Exporter__AutoClean.translated.nsq	1482ece9442058f4cc85b2968472b75f945b6795b217897011177dd932698959	captured_translated_to_nsq_stamp_body
cpan_source	Exporter::Tiny	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Exporter/Tiny.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Exporter__Tiny.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Exporter__Tiny.translated.nsq	5e96e1c1502a0b803b3b3f2adf4fd9bba7b8df781db02096bc559eca286ae5fc	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::Config	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/Config.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__Config.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__Config.translated.nsq	f4214da22cec5d020381c9af8ed1f9cb57cfd54bbc213e39936eda564cb3bcdf	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::Depends	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/Depends.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__Depends.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__Depends.translated.nsq	e5fa5cdd48608376bbeeecfeef2da3e52cdfbd0c7f8a229a74c649c313e3851d	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::HasCompiler	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/HasCompiler.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__HasCompiler.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__HasCompiler.translated.nsq	723493e429cadefad5febe1f1172e36ca7831d1bbbc6cbaf035a86354ec27514	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::Helpers	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/Helpers.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__Helpers.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__Helpers.translated.nsq	e3c3d157b20e27b39a26ec15b408c71b2d4113e4be9541d3e0ff03da1e77b2a3	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::InstallPaths	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/InstallPaths.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__InstallPaths.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__InstallPaths.translated.nsq	883f55e04df14a340c51f0db36511dcd881df621ab6c6f5bc61de57b95a2b8a3	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::MakeMaker::CPANfile	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/MakeMaker/CPANfile.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__MakeMaker__CPANfile.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__MakeMaker__CPANfile.translated.nsq	c7630b2bd55656c11e9d958dfe22d1b8f8af3f73cc86788f0f7590c9b4cb02d7	captured_translated_to_nsq_stamp_body
cpan_source	ExtUtils::PkgConfig	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/ExtUtils/PkgConfig.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/ExtUtils__PkgConfig.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/ExtUtils__PkgConfig.translated.nsq	0603c3cd8537987116f3e071ee6f2116c540693472a95b855d59d131b4efc7d5	captured_translated_to_nsq_stamp_body
cpan_source	FFI::CheckLib	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/FFI/CheckLib.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/FFI__CheckLib.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/FFI__CheckLib.translated.nsq	4c92b95920d6a6116b4930f767c277d241c76725cb4be9d8c39efe7c6172d6e3	captured_translated_to_nsq_stamp_body
cpan_source	FFI::Platypus	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/FFI/Platypus.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/FFI__Platypus.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/FFI__Platypus.translated.nsq	3a333b46edbf769eb85ca0ebc16a8c7f738126c762a8c502af8ffe40b4b6a6aa	captured_translated_to_nsq_stamp_body
cpan_source	FFI::Platypus::Type::Enum	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/FFI/Platypus/Type/Enum.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/FFI__Platypus__Type__Enum.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/FFI__Platypus__Type__Enum.translated.nsq	a2d9fb5fad847e1ebec4faf2b999ed34b3b4e652aeb87d7995df442a2f392c84	captured_translated_to_nsq_stamp_body
cpan_source	FigAnim	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/FigAnim.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/FigAnim.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/FigAnim.translated.nsq	1e93b817d27db95280547371603caeeae53a29e53126ea3d42fda1ba8ea301de	captured_translated_to_nsq_stamp_body
cpan_source	File::BaseDir	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/BaseDir.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__BaseDir.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__BaseDir.translated.nsq	0449f8f6dd6bf454273b71961bf0b05108afe506216f044610c2f8d2096f36cc	captured_translated_to_nsq_stamp_body
cpan_source	File::Copy::Recursive	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Copy/Recursive.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Copy__Recursive.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Copy__Recursive.translated.nsq	b20bf9743bca3b0fcfb66693138a0f510ad2a84aab49cef51684719fde879731	captured_translated_to_nsq_stamp_body
cpan_source	File::Copy::Recursive::Reduced	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Copy/Recursive/Reduced.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Copy__Recursive__Reduced.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Copy__Recursive__Reduced.translated.nsq	8b512c61f2507675151e475aeb395e3e459c89bf61274857f984461ff9e5c647	captured_translated_to_nsq_stamp_body
cpan_source	File::DesktopEntry	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/DesktopEntry.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__DesktopEntry.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__DesktopEntry.translated.nsq	2d4788f871dd3acea143004e4c35bd8b8845e677f109e06a258d3bc9ff9d5d6e	captured_translated_to_nsq_stamp_body
cpan_source	File::Flock::Retry	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Flock/Retry.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Flock__Retry.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Flock__Retry.translated.nsq	86ddc4f847bbe192a939b4ddbe6f9cb94e3e7a4931d217e513f0f4010ed961e9	captured_translated_to_nsq_stamp_body
cpan_source	File::HomeDir	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/HomeDir.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__HomeDir.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__HomeDir.translated.nsq	0edb8c70cd742afee13d725bffdc4d815512d6866e3bbc053c2cff99c333058e	captured_translated_to_nsq_stamp_body
cpan_source	File::Listing	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Listing.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Listing.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Listing.translated.nsq	1aedee1e309d4b3990e306f8c9808a588a20cdf74b77ca201efb93bbde0bfed9	captured_translated_to_nsq_stamp_body
cpan_source	File::MimeInfo	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/MimeInfo.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__MimeInfo.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__MimeInfo.translated.nsq	74ed2fb4a6b950322852e3f0e98bc52c05acf589a93eb74e9d9f66f9d80e2b09	captured_translated_to_nsq_stamp_body
cpan_source	File::Path::Tiny	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Path/Tiny.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Path__Tiny.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Path__Tiny.translated.nsq	2bf448a361c3eaec60f93acb022de457bb8470c76100ba0bef11c002f0696bdc	captured_translated_to_nsq_stamp_body
cpan_source	File::ReadBackwards	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/ReadBackwards.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__ReadBackwards.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__ReadBackwards.translated.nsq	959c2ad9197833ccfca650336b2d5b74c994e951b03dae5e5611a243e1f619a2	captured_translated_to_nsq_stamp_body
cpan_source	File::Rsync	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Rsync.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Rsync.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Rsync.translated.nsq	de0ca0f8b6f073eeecd5679d396d1dc94b3842f7357030d24838f28d1e807b40	captured_translated_to_nsq_stamp_body
cpan_source	File::ShareDir	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/ShareDir.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__ShareDir.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__ShareDir.translated.nsq	f9114d159c52e63a7c996a4dbb72a933f7d9048421b929129b7a8a377dad1904	captured_translated_to_nsq_stamp_body
cpan_source	File::ShareDir::Dist	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/ShareDir/Dist.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__ShareDir__Dist.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__ShareDir__Dist.translated.nsq	bfa2a9846839764f1079799a5d3557c8f7927954bc819ff81fd979ec0998bf34	captured_translated_to_nsq_stamp_body
cpan_source	File::ShareDir::Install	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/ShareDir/Install.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__ShareDir__Install.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__ShareDir__Install.translated.nsq	b9e5f6e771f694112b6f6e5a04e7c9cbb155f141617299ab8a7c42bfe4e01ccb	captured_translated_to_nsq_stamp_body
cpan_source	File::ShareDir::Tarball	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/ShareDir/Tarball.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__ShareDir__Tarball.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__ShareDir__Tarball.translated.nsq	c3c1adcd5ef909435a3a96b62f85ee4daa8203ffc60fa1046729694fa94281ff	captured_translated_to_nsq_stamp_body
cpan_source	File::Slurp	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Slurp.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Slurp.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Slurp.translated.nsq	dbc992da16c8abefe015f9efa9bed0e53edec325d3dacdde15d5ff4097e33919	captured_translated_to_nsq_stamp_body
cpan_source	File::Slurper	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Slurper.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Slurper.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Slurper.translated.nsq	f56ae12cd6c2dc04bb8c414a312a0021b66ee3379ea7ebe9af571bf061ad2153	captured_translated_to_nsq_stamp_body
cpan_source	File::Util::Sort	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Util/Sort.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Util__Sort.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Util__Sort.translated.nsq	a99c500640203f09a004001a22edd5424c429932e37d5d82f3b7cf5d0c751b2a	captured_translated_to_nsq_stamp_body
cpan_source	File::Util::Tempdir	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Util/Tempdir.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Util__Tempdir.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Util__Tempdir.translated.nsq	7f11044080fe110062866e595c860a4f6652b1109bfc1ac21ef55589ed08ee12	captured_translated_to_nsq_stamp_body
cpan_source	File::Util::Test	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Util/Test.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Util__Test.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Util__Test.translated.nsq	c7de74e47ce99c5d522880657edabd11ef667f2e1722c31bcdbc366045ddcdb7	captured_translated_to_nsq_stamp_body
cpan_source	File::Which	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/Which.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__Which.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__Which.translated.nsq	47f8ab2826276cc01744df2f71a294ee800421420d4d0435c4834aa870ee64ca	captured_translated_to_nsq_stamp_body
cpan_source	File::chdir	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/chdir.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__chdir.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__chdir.translated.nsq	25b445a7168abc1caf3f5f9bebf8aab3f5dd89bd892fdc9b60e9b9e2fee56cbf	captured_translated_to_nsq_stamp_body
cpan_source	File::pushd	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/File/pushd.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/File__pushd.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/File__pushd.translated.nsq	6f4e23095b0640e1bc7079df3e7c908085d3b44ac264dfde94247ba045eed6b2	captured_translated_to_nsq_stamp_body
cpan_source	Filesys::Cap	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Filesys/Cap.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Filesys__Cap.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Filesys__Cap.translated.nsq	f3ab1fc2b0596c1f59d4ebf920deee5f0fb82bf235409e03e87f43f4a8c386bf	captured_translated_to_nsq_stamp_body
cpan_source	Filesys::Notify::Simple	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Filesys/Notify/Simple.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Filesys__Notify__Simple.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Filesys__Notify__Simple.translated.nsq	34da2122b182e2b791104e3735ed4fc166bdf092387e6187e8f930e5e47b8f48	captured_translated_to_nsq_stamp_body
cpan_source	Firebase	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Firebase.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Firebase.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Firebase.translated.nsq	a1e9567435665cd7aafb9083cbb4809984d14f23594778fd3563e75f09b29664	captured_translated_to_nsq_stamp_body
cpan_source	Float::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Float/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Float__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Float__Util.translated.nsq	c8c327cf101c2908d5030b767cee2c060b241382ffafd02d9b91365bfdf23c69	captured_translated_to_nsq_stamp_body
cpan_source	Function::Fallback::CoreOrPP	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Function/Fallback/CoreOrPP.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Function__Fallback__CoreOrPP.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Function__Fallback__CoreOrPP.translated.nsq	3f12d988f201f93b6f1522d5180a36191ecced25f2c7600cf9361c229d5ffe14	captured_translated_to_nsq_stamp_body
cpan_source	Gen::Test::Rinci::FuncResult	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Gen/Test/Rinci/FuncResult.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Gen__Test__Rinci__FuncResult.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Gen__Test__Rinci__FuncResult.translated.nsq	32bc9749926f6f1939655f1fb3accfc323e6f14fdfa0b0f9deaac15f2594d615	captured_translated_to_nsq_stamp_body
cpan_source	Getopt::Long::Complete	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Getopt/Long/Complete.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Getopt__Long__Complete.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Getopt__Long__Complete.translated.nsq	8d5196d2133cd2275f6f515693ce2a8c1460b992a0630ee00fad5b5d6679075c	captured_translated_to_nsq_stamp_body
cpan_source	Getopt::Long::Negate::EN	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Getopt/Long/Negate/EN.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Getopt__Long__Negate__EN.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Getopt__Long__Negate__EN.translated.nsq	60b64612f3af251d6aaa521128d524fba8d7982b64894149e32d5aad98ecaa99	captured_translated_to_nsq_stamp_body
cpan_source	Getopt::Long::Util	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/Getopt/Long/Util.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/Getopt__Long__Util.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/Getopt__Long__Util.translated.nsq	6141a8bd85a595ea85dcd62f0c3bf733caf0646016df828de2c833ea2f688bd9	captured_translated_to_nsq_stamp_body
cpan_source	HTML::Entities::Interpolate	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/HTML/Entities/Interpolate.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/HTML__Entities__Interpolate.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/HTML__Entities__Interpolate.translated.nsq	395d55870923fecdcf202556b0096851aee1edca3aa95b980703cdc2ce0d3c7d	captured_translated_to_nsq_stamp_body
cpan_source	HTML::Parser	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/aarch64-android/HTML/Parser.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/HTML__Parser.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/HTML__Parser.translated.nsq	4dee2bfde4086a9f7a2d1112410a421cb402ecebfbbf52bb0ea223a83385846e	captured_translated_to_nsq_stamp_body
cpan_source	HTML::Scrubber	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/HTML/Scrubber.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/HTML__Scrubber.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/HTML__Scrubber.translated.nsq	918c9bb8e54ef14da75b2db6970f1dab7f10e81d5bd4c497e6d57fb80ee14ca1	captured_translated_to_nsq_stamp_body
cpan_source	HTML::Tagset	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/HTML/Tagset.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/HTML__Tagset.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/HTML__Tagset.translated.nsq	7fd74ba11d5585ac26757dc7210e44b375e08c2be52af6cc966a6e052e0f79d8	captured_translated_to_nsq_stamp_body
cpan_source	HTTP::CookieJar	/data/data/com.termux/files/usr/lib/perl5/site_perl/5.42.0/HTTP/CookieJar.pm	state/nsq/stamps/foreign_tool_absorption/20260428_141459/source_capture/HTTP__CookieJar.source	state/nsq/stamps/foreign_tool_absorption/20260428_141459/nsq_bodies/HTTP__CookieJar.translated.nsq	821d62fbcd4f6c4ca2283f597c10f600af1cacce144e87d4c88bb60e11b367db	captured_translated_to_nsq_stamp_body
